0,1,2,3,4,5,6
authigenic dolomite,occurrence,upper and lower part of the sedimentary record,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
authigenic dolomite,form,dolomite rhombohedra scattered in the sediment,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
authigenic carbonates,presence at,Site U1339,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
carbonate-stable isotope measurements,potentially contaminated by,isotopic signature of the overgrowths,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
authigenic carbonates,can be,detected and screened out of the isotopic records,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
color reflectance (CR) parameters a* and b*,show,distinct short-term variability and longer term trends,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
color reflectance (CR) parameters a* and b*,correlated to,lithologic variations,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
depth variations of CR parameter b*,show,negative correlation with the GRA data,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
depth variations of CR parameter b*,correspond to,"denser, more siliciclastic-rich sediments",Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
CR value a*,correlated to,concentration of diatom ooze,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
magnetic susceptibility,reflect,volcaniclastic content,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
thickest volcanic ash layers,correlated to,highest magnetic susceptibility excursions,Lithostratigraphy,"The major sediment component is biogenic and predominantly composed of diatoms with generally good preservation. Diatom frustules hosting pyrite framboids are also observed. Both benthic and planktonic foraminifers are observed, although their abundance levels were low. Thin laminae dominated by foraminifer tests are observed with dominance of benthic foraminifer Bulimina sp., which is characteristic of low ox­ ygen content. Calcareous nannofossils, radiolarians, and sponge spicules are rare. Ter­ rigenous grains, which are common sediment components, are composed of silt-sized quartz and feldspar, clay, mica, and rock fragments. Gravel- to pebble-sized, rounded to angular clasts are interpreted as dropstones delivered by melting sea ice or icebergs. Some pebbles are composed of pumice or obsidian, suggesting a volcanic source. Au­ thigenic dolomite was found in five distinctive intervals, mostly in the upper and lower part of the sedimentary record. It occurs either as dolomite rhombohedra scat­ tered in the sediment or as (semi-) lithified layers 5–10 cm thick. Because of the pres­ ence of authigenic carbonates at this site, carbonate-stable isotope measurements are potentially contaminated by the isotopic signature of the overgrowths. However, the presence of authigenic carbonates can be detected and screened out of the isotopic records. Depth variations of the color reflectance (CR) parameters a* and b*, GRA po­ rosity, and magnetic susceptibility were compared to the lithologic variations. Over­ all, these four parameters show distinct short-term variability and longer term trends that can be correlated to lithologic variations at both short- and long-term scales. The depth variations of CR parameter b*, which reflects the yellowness of the sediment, show a remarkably negative correlation with the GRA data, with lower b* values cor­ responding to denser, more siliciclastic-rich sediments. CR value a* is tentatively cor­ related to the concentration of diatom ooze. Changes of magnetic susceptibility with depth mainly reflect volcaniclastic content, and a very good correlation exists be­ tween the thickest volcanic ash layers and the highest magnetic susceptibility excur­ sions.",29,Expedition 323 Preliminary Report
siliceous microfossil groups,presence,constant throughout all sections,Micropaleontology,"In contrast to their calcareous counterparts, siliceous microfossil groups had constant presence and relatively high abundance throughout all sections at this site. All age de­ terminations were achieved with the siliceous microfossil groups (Table T3; Figs. F17, F18). Diatoms provided two important last occurrence (LO) datums of Thalassiosira jouseae (0.31 Ma) and Proboscia curvirostris (0.28 Ma) in the middle section of the four holes studied. The most important datums were derived by studying silicoflagellates, despite the fact that their abundances were generally trace to few with rare in­ stances of common. These are the first occurrence (FO) of Distephanus octangulatus (0.741 Ma) and the LO of Dictyocha subarctios (0.736 Ma), respectively. These two da­ tums are considered to occur above the Brunhes/Matuyama boundary (0.781 Ma). However, without definite paleomagnetic datums of the Brunhes/Matuyama bound­ ary (see Paleomagnetism section for detail), the silicoflagellate datums are the only reliable datums at this time. The LO of Distephanus octonarius (0.244 Ma), another sil­ icoflagellate datum, provided harmonious age information in concordance with dia­ toms and radiolarians. Despite their relatively low abundances due to massive occurrences of diatoms in the bulk of samples, radiolarians provided five pertinent datums that span from near the top through the middle part of the drilled sections. These include Lychnocanoma nipponica sakaii (50 ka), Amphimelissa setosa (80–100 ka),",0,Expedition 323 Preliminary Report
siliceous microfossil groups,abundance,relatively high,Micropaleontology,"In contrast to their calcareous counterparts, siliceous microfossil groups had constant presence and relatively high abundance throughout all sections at this site. All age de­ terminations were achieved with the siliceous microfossil groups (Table T3; Figs. F17, F18). Diatoms provided two important last occurrence (LO) datums of Thalassiosira jouseae (0.31 Ma) and Proboscia curvirostris (0.28 Ma) in the middle section of the four holes studied. The most important datums were derived by studying silicoflagellates, despite the fact that their abundances were generally trace to few with rare in­ stances of common. These are the first occurrence (FO) of Distephanus octangulatus (0.741 Ma) and the LO of Dictyocha subarctios (0.736 Ma), respectively. These two da­ tums are considered to occur above the Brunhes/Matuyama boundary (0.781 Ma). However, without definite paleomagnetic datums of the Brunhes/Matuyama bound­ ary (see Paleomagnetism section for detail), the silicoflagellate datums are the only reliable datums at this time. The LO of Distephanus octonarius (0.244 Ma), another sil­ icoflagellate datum, provided harmonious age information in concordance with dia­ toms and radiolarians. Despite their relatively low abundances due to massive occurrences of diatoms in the bulk of samples, radiolarians provided five pertinent datums that span from near the top through the middle part of the drilled sections. These include Lychnocanoma nipponica sakaii (50 ka), Amphimelissa setosa (80–100 ka),",0,Expedition 323 Preliminary Report
age determinations,achieved with,siliceous microfossil groups,Micropaleontology,"In contrast to their calcareous counterparts, siliceous microfossil groups had constant presence and relatively high abundance throughout all sections at this site. All age de­ terminations were achieved with the siliceous microfossil groups (Table T3; Figs. F17, F18). Diatoms provided two important last occurrence (LO) datums of Thalassiosira jouseae (0.31 Ma) and Proboscia curvirostris (0.28 Ma) in the middle section of the four holes studied. The most important datums were derived by studying silicoflagellates, despite the fact that their abundances were generally trace to few with rare in­ stances of common. These are the first occurrence (FO) of Distephanus octangulatus (0.741 Ma) and the LO of Dictyocha subarctios (0.736 Ma), respectively. These two da­ tums are considered to occur above the Brunhes/Matuyama boundary (0.781 Ma). However, without definite paleomagnetic datums of the Brunhes/Matuyama bound­ ary (see Paleomagnetism section for detail), the silicoflagellate datums are the only reliable datums at this time. The LO of Distephanus octonarius (0.244 Ma), another sil­ icoflagellate datum, provided harmonious age information in concordance with dia­ toms and radiolarians. Despite their relatively low abundances due to massive occurrences of diatoms in the bulk of samples, radiolarians provided five pertinent datums that span from near the top through the middle part of the drilled sections. These include Lychnocanoma nipponica sakaii (50 ka), Amphimelissa setosa (80–100 ka),",0,Expedition 323 Preliminary Report
diatoms,provided,two important last occurrence (LO) datums,Micropaleontology,"In contrast to their calcareous counterparts, siliceous microfossil groups had constant presence and relatively high abundance throughout all sections at this site. All age de­ terminations were achieved with the siliceous microfossil groups (Table T3; Figs. F17, F18). Diatoms provided two important last occurrence (LO) datums of Thalassiosira jouseae (0.31 Ma) and Proboscia curvirostris (0.28 Ma) in the middle section of the four holes studied. The most important datums were derived by studying silicoflagellates, despite the fact that their abundances were generally trace to few with rare in­ stances of common. These are the first occurrence (FO) of Distephanus octangulatus (0.741 Ma) and the LO of Dictyocha subarctios (0.736 Ma), respectively. These two da­ tums are considered to occur above the Brunhes/Matuyama boundary (0.781 Ma). However, without definite paleomagnetic datums of the Brunhes/Matuyama bound­ ary (see Paleomagnetism section for detail), the silicoflagellate datums are the only reliable datums at this time. The LO of Distephanus octonarius (0.244 Ma), another sil­ icoflagellate datum, provided harmonious age information in concordance with dia­ toms and radiolarians. Despite their relatively low abundances due to massive occurrences of diatoms in the bulk of samples, radiolarians provided five pertinent datums that span from near the top through the middle part of the drilled sections. These include Lychnocanoma nipponica sakaii (50 ka), Amphimelissa setosa (80–100 ka),",0,Expedition 323 Preliminary Report
Thalassiosira jouseae,last occurrence,0.31 Ma,Micropaleontology,"In contrast to their calcareous counterparts, siliceous microfossil groups had constant presence and relatively high abundance throughout all sections at this site. All age de­ terminations were achieved with the siliceous microfossil groups (Table T3; Figs. F17, F18). Diatoms provided two important last occurrence (LO) datums of Thalassiosira jouseae (0.31 Ma) and Proboscia curvirostris (0.28 Ma) in the middle section of the four holes studied. The most important datums were derived by studying silicoflagellates, despite the fact that their abundances were generally trace to few with rare in­ stances of common. These are the first occurrence (FO) of Distephanus octangulatus (0.741 Ma) and the LO of Dictyocha subarctios (0.736 Ma), respectively. These two da­ tums are considered to occur above the Brunhes/Matuyama boundary (0.781 Ma). However, without definite paleomagnetic datums of the Brunhes/Matuyama bound­ ary (see Paleomagnetism section for detail), the silicoflagellate datums are the only reliable datums at this time. The LO of Distephanus octonarius (0.244 Ma), another sil­ icoflagellate datum, provided harmonious age information in concordance with dia­ toms and radiolarians. Despite their relatively low abundances due to massive occurrences of diatoms in the bulk of samples, radiolarians provided five pertinent datums that span from near the top through the middle part of the drilled sections. These include Lychnocanoma nipponica sakaii (50 ka), Amphimelissa setosa (80–100 ka),",0,Expedition 323 Preliminary Report
Proboscia curvirostris,last occurrence,0.28 Ma,Micropaleontology,"In contrast to their calcareous counterparts, siliceous microfossil groups had constant presence and relatively high abundance throughout all sections at this site. All age de­ terminations were achieved with the siliceous microfossil groups (Table T3; Figs. F17, F18). Diatoms provided two important last occurrence (LO) datums of Thalassiosira jouseae (0.31 Ma) and Proboscia curvirostris (0.28 Ma) in the middle section of the four holes studied. The most important datums were derived by studying silicoflagellates, despite the fact that their abundances were generally trace to few with rare in­ stances of common. These are the first occurrence (FO) of Distephanus octangulatus (0.741 Ma) and the LO of Dictyocha subarctios (0.736 Ma), respectively. These two da­ tums are considered to occur above the Brunhes/Matuyama boundary (0.781 Ma). However, without definite paleomagnetic datums of the Brunhes/Matuyama bound­ ary (see Paleomagnetism section for detail), the silicoflagellate datums are the only reliable datums at this time. The LO of Distephanus octonarius (0.244 Ma), another sil­ icoflagellate datum, provided harmonious age information in concordance with dia­ toms and radiolarians. Despite their relatively low abundances due to massive occurrences of diatoms in the bulk of samples, radiolarians provided five pertinent datums that span from near the top through the middle part of the drilled sections. These include Lychnocanoma nipponica sakaii (50 ka), Amphimelissa setosa (80–100 ka),",0,Expedition 323 Preliminary Report
