0,1,2,3,4,5,6
short-term CCD fluctuations,occur,during the middle to late Eocene,Dissolution and microfossil preservation,"The preservation of carbonate microfossils varies dramatically throughout the succes­ sion as a result of biotic production and export rates, water-column and seafloor dis­ solution, and other processes. The strength of dissolution reflects the depths of the drilling sites, which are all presently bathed at &gt;4.3 km water depth, whereas the amount of dissolution strongly depends on the paleodepth (subsidence) history at each site and fluctuations of the CCD on a regional and basin-wide scale. The disso­ lution effect is greatest in the oldest successions at Sites U1331–U1333 (Figs. F14, F15). The Eocene equatorial CCD has been estimated at a depth shallower than \~3.5 km (Lyle et al. 2005), with short-term CCD fluctuations occurring during the middle to late Eocene based on preservation of calcareous microfossils and calcium carbonate records at Sites U1331–U1334. The most striking CCD change has been recorded close to the Eocene–Oligocene transition where the sediments change from radiolariandominated Eocene sediments to Oligocene nannofossil oozes. The depth transect of these sites indicates a deepening of at least 1 km over this short time interval. The re­ covery of carbonate-rich Oligocene successions at all sites is evidence for a consider­ ably deeper CCD (&gt;4.5 km water depth) throughout this interval (see Fig. F14).",21,Expedition 320 Preliminary Report
sediments,change from,radiolarian-dominated Eocene sediments to Oligocene nannofossil oozes,Dissolution and microfossil preservation,"The preservation of carbonate microfossils varies dramatically throughout the succes­ sion as a result of biotic production and export rates, water-column and seafloor dis­ solution, and other processes. The strength of dissolution reflects the depths of the drilling sites, which are all presently bathed at &gt;4.3 km water depth, whereas the amount of dissolution strongly depends on the paleodepth (subsidence) history at each site and fluctuations of the CCD on a regional and basin-wide scale. The disso­ lution effect is greatest in the oldest successions at Sites U1331–U1333 (Figs. F14, F15). The Eocene equatorial CCD has been estimated at a depth shallower than \~3.5 km (Lyle et al. 2005), with short-term CCD fluctuations occurring during the middle to late Eocene based on preservation of calcareous microfossils and calcium carbonate records at Sites U1331–U1334. The most striking CCD change has been recorded close to the Eocene–Oligocene transition where the sediments change from radiolariandominated Eocene sediments to Oligocene nannofossil oozes. The depth transect of these sites indicates a deepening of at least 1 km over this short time interval. The re­ covery of carbonate-rich Oligocene successions at all sites is evidence for a consider­ ably deeper CCD (&gt;4.5 km water depth) throughout this interval (see Fig. F14).",21,Expedition 320 Preliminary Report
depth transect of these sites,indicates,a deepening of at least 1 km over this short time interval,Dissolution and microfossil preservation,"The preservation of carbonate microfossils varies dramatically throughout the succes­ sion as a result of biotic production and export rates, water-column and seafloor dis­ solution, and other processes. The strength of dissolution reflects the depths of the drilling sites, which are all presently bathed at &gt;4.3 km water depth, whereas the amount of dissolution strongly depends on the paleodepth (subsidence) history at each site and fluctuations of the CCD on a regional and basin-wide scale. The disso­ lution effect is greatest in the oldest successions at Sites U1331–U1333 (Figs. F14, F15). The Eocene equatorial CCD has been estimated at a depth shallower than \~3.5 km (Lyle et al. 2005), with short-term CCD fluctuations occurring during the middle to late Eocene based on preservation of calcareous microfossils and calcium carbonate records at Sites U1331–U1334. The most striking CCD change has been recorded close to the Eocene–Oligocene transition where the sediments change from radiolariandominated Eocene sediments to Oligocene nannofossil oozes. The depth transect of these sites indicates a deepening of at least 1 km over this short time interval. The re­ covery of carbonate-rich Oligocene successions at all sites is evidence for a consider­ ably deeper CCD (&gt;4.5 km water depth) throughout this interval (see Fig. F14).",21,Expedition 320 Preliminary Report
recovery of carbonate-rich Oligocene successions,is evidence for,a considerably deeper CCD (&gt;4.5 km water depth) throughout this interval,Dissolution and microfossil preservation,"The preservation of carbonate microfossils varies dramatically throughout the succes­ sion as a result of biotic production and export rates, water-column and seafloor dis­ solution, and other processes. The strength of dissolution reflects the depths of the drilling sites, which are all presently bathed at &gt;4.3 km water depth, whereas the amount of dissolution strongly depends on the paleodepth (subsidence) history at each site and fluctuations of the CCD on a regional and basin-wide scale. The disso­ lution effect is greatest in the oldest successions at Sites U1331–U1333 (Figs. F14, F15). The Eocene equatorial CCD has been estimated at a depth shallower than \~3.5 km (Lyle et al. 2005), with short-term CCD fluctuations occurring during the middle to late Eocene based on preservation of calcareous microfossils and calcium carbonate records at Sites U1331–U1334. The most striking CCD change has been recorded close to the Eocene–Oligocene transition where the sediments change from radiolariandominated Eocene sediments to Oligocene nannofossil oozes. The depth transect of these sites indicates a deepening of at least 1 km over this short time interval. The re­ covery of carbonate-rich Oligocene successions at all sites is evidence for a consider­ ably deeper CCD (&gt;4.5 km water depth) throughout this interval (see Fig. F14).",21,Expedition 320 Preliminary Report
calcareous microfossils,reveal,strong coupling with paleodepth history and CCD,Dissolution and microfossil preservation,"A compilation of semiquantitative estimates of preservation and abundance of calcar­ eous microfossils reveals a strong coupling of the fossil records with paleodepth his­ tory and the CCD at these drilling sites. The carbonate dissolution effect is strikingly different between microfossil groups (Fig. F15). Planktonic foraminifers are the most sensitive to dissolution, and well-preserved specimens were found in sediments if car­ bonate contents exceeded at least 60%–70%. At the deepest Site U1331, planktonic foraminifers are only present during carbonate maxima in the Oligocene, middle Eo­ cene, and early Eocene ages. At Site U1332 they were present only in the carbonaterich Oligocene nannofossil oozes (Fig. F15). At Sites U1334 and U1335 high-carbon­ ate sediments (80%–90%) contain abundant and well-preserved planktonic foramin­ ifers.",22,Expedition 320 Preliminary Report
planktonic foraminifers,sensitivity to,dissolution,Dissolution and microfossil preservation,"A compilation of semiquantitative estimates of preservation and abundance of calcar­ eous microfossils reveals a strong coupling of the fossil records with paleodepth his­ tory and the CCD at these drilling sites. The carbonate dissolution effect is strikingly different between microfossil groups (Fig. F15). Planktonic foraminifers are the most sensitive to dissolution, and well-preserved specimens were found in sediments if car­ bonate contents exceeded at least 60%–70%. At the deepest Site U1331, planktonic foraminifers are only present during carbonate maxima in the Oligocene, middle Eo­ cene, and early Eocene ages. At Site U1332 they were present only in the carbonaterich Oligocene nannofossil oozes (Fig. F15). At Sites U1334 and U1335 high-carbon­ ate sediments (80%–90%) contain abundant and well-preserved planktonic foramin­ ifers.",22,Expedition 320 Preliminary Report
planktonic foraminifers,found in,sediments with carbonate contents &gt; 60%–70%,Dissolution and microfossil preservation,"A compilation of semiquantitative estimates of preservation and abundance of calcar­ eous microfossils reveals a strong coupling of the fossil records with paleodepth his­ tory and the CCD at these drilling sites. The carbonate dissolution effect is strikingly different between microfossil groups (Fig. F15). Planktonic foraminifers are the most sensitive to dissolution, and well-preserved specimens were found in sediments if car­ bonate contents exceeded at least 60%–70%. At the deepest Site U1331, planktonic foraminifers are only present during carbonate maxima in the Oligocene, middle Eo­ cene, and early Eocene ages. At Site U1332 they were present only in the carbonaterich Oligocene nannofossil oozes (Fig. F15). At Sites U1334 and U1335 high-carbon­ ate sediments (80%–90%) contain abundant and well-preserved planktonic foramin­ ifers.",22,Expedition 320 Preliminary Report
planktonic foraminifers,present at,"Site U1331 during carbonate maxima in Oligocene, middle Eocene, and early Eocene",Dissolution and microfossil preservation,"A compilation of semiquantitative estimates of preservation and abundance of calcar­ eous microfossils reveals a strong coupling of the fossil records with paleodepth his­ tory and the CCD at these drilling sites. The carbonate dissolution effect is strikingly different between microfossil groups (Fig. F15). Planktonic foraminifers are the most sensitive to dissolution, and well-preserved specimens were found in sediments if car­ bonate contents exceeded at least 60%–70%. At the deepest Site U1331, planktonic foraminifers are only present during carbonate maxima in the Oligocene, middle Eo­ cene, and early Eocene ages. At Site U1332 they were present only in the carbonaterich Oligocene nannofossil oozes (Fig. F15). At Sites U1334 and U1335 high-carbon­ ate sediments (80%–90%) contain abundant and well-preserved planktonic foramin­ ifers.",22,Expedition 320 Preliminary Report
planktonic foraminifers,abundant and well-preserved in,high-carbonate sediments (80%–90%) at Sites U1334 and U1335,Dissolution and microfossil preservation,"A compilation of semiquantitative estimates of preservation and abundance of calcar­ eous microfossils reveals a strong coupling of the fossil records with paleodepth his­ tory and the CCD at these drilling sites. The carbonate dissolution effect is strikingly different between microfossil groups (Fig. F15). Planktonic foraminifers are the most sensitive to dissolution, and well-preserved specimens were found in sediments if car­ bonate contents exceeded at least 60%–70%. At the deepest Site U1331, planktonic foraminifers are only present during carbonate maxima in the Oligocene, middle Eo­ cene, and early Eocene ages. At Site U1332 they were present only in the carbonaterich Oligocene nannofossil oozes (Fig. F15). At Sites U1334 and U1335 high-carbon­ ate sediments (80%–90%) contain abundant and well-preserved planktonic foramin­ ifers.",22,Expedition 320 Preliminary Report
calcareous nannofossils,susceptibility to dissolution,less than planktonic foraminifers,Dissolution and microfossil preservation,"Calcareous nannofossils and benthic foraminifers are less susceptible to dissolution than planktonic foraminifers and closely track the presence or absence of carbonates in the sediments. The preservation of both groups varies with carbonate content, but the preservation of calcareous nannofossils varies even in sediments with low carbon­ ate content that are barren of planktonic foraminifers. Poor preservation of speci­ mens is observed in sediments of 5%–25% carbonate contents, moderate preservation in sediments of 30%–70%, and good benthic foraminifer and moderate to good nan­ nofossil preservation in sediments with &gt;75% CaCO3.",22,Expedition 320 Preliminary Report
calcareous nannofossils,track,presence or absence of carbonates in sediments,Dissolution and microfossil preservation,"Calcareous nannofossils and benthic foraminifers are less susceptible to dissolution than planktonic foraminifers and closely track the presence or absence of carbonates in the sediments. The preservation of both groups varies with carbonate content, but the preservation of calcareous nannofossils varies even in sediments with low carbon­ ate content that are barren of planktonic foraminifers. Poor preservation of speci­ mens is observed in sediments of 5%–25% carbonate contents, moderate preservation in sediments of 30%–70%, and good benthic foraminifer and moderate to good nan­ nofossil preservation in sediments with &gt;75% CaCO3.",22,Expedition 320 Preliminary Report
preservation of calcareous nannofossils,varies with,carbonate content,Dissolution and microfossil preservation,"Calcareous nannofossils and benthic foraminifers are less susceptible to dissolution than planktonic foraminifers and closely track the presence or absence of carbonates in the sediments. The preservation of both groups varies with carbonate content, but the preservation of calcareous nannofossils varies even in sediments with low carbon­ ate content that are barren of planktonic foraminifers. Poor preservation of speci­ mens is observed in sediments of 5%–25% carbonate contents, moderate preservation in sediments of 30%–70%, and good benthic foraminifer and moderate to good nan­ nofossil preservation in sediments with &gt;75% CaCO3.",22,Expedition 320 Preliminary Report
preservation of calcareous nannofossils,varies in,sediments with low carbonate content,Dissolution and microfossil preservation,"Calcareous nannofossils and benthic foraminifers are less susceptible to dissolution than planktonic foraminifers and closely track the presence or absence of carbonates in the sediments. The preservation of both groups varies with carbonate content, but the preservation of calcareous nannofossils varies even in sediments with low carbon­ ate content that are barren of planktonic foraminifers. Poor preservation of speci­ mens is observed in sediments of 5%–25% carbonate contents, moderate preservation in sediments of 30%–70%, and good benthic foraminifer and moderate to good nan­ nofossil preservation in sediments with &gt;75% CaCO3.",22,Expedition 320 Preliminary Report
sediments with 5%–25% carbonate content,preservation of specimens,poor,Dissolution and microfossil preservation,"Calcareous nannofossils and benthic foraminifers are less susceptible to dissolution than planktonic foraminifers and closely track the presence or absence of carbonates in the sediments. The preservation of both groups varies with carbonate content, but the preservation of calcareous nannofossils varies even in sediments with low carbon­ ate content that are barren of planktonic foraminifers. Poor preservation of speci­ mens is observed in sediments of 5%–25% carbonate contents, moderate preservation in sediments of 30%–70%, and good benthic foraminifer and moderate to good nan­ nofossil preservation in sediments with &gt;75% CaCO3.",22,Expedition 320 Preliminary Report
sediments with 30%–70% carbonate content,preservation of specimens,moderate,Dissolution and microfossil preservation,"Calcareous nannofossils and benthic foraminifers are less susceptible to dissolution than planktonic foraminifers and closely track the presence or absence of carbonates in the sediments. The preservation of both groups varies with carbonate content, but the preservation of calcareous nannofossils varies even in sediments with low carbon­ ate content that are barren of planktonic foraminifers. Poor preservation of speci­ mens is observed in sediments of 5%–25% carbonate contents, moderate preservation in sediments of 30%–70%, and good benthic foraminifer and moderate to good nan­ nofossil preservation in sediments with &gt;75% CaCO3.",22,Expedition 320 Preliminary Report
sediments with &gt;75% CaCO3,preservation of benthic foraminifers,good,Dissolution and microfossil preservation,"Calcareous nannofossils and benthic foraminifers are less susceptible to dissolution than planktonic foraminifers and closely track the presence or absence of carbonates in the sediments. The preservation of both groups varies with carbonate content, but the preservation of calcareous nannofossils varies even in sediments with low carbon­ ate content that are barren of planktonic foraminifers. Poor preservation of speci­ mens is observed in sediments of 5%–25% carbonate contents, moderate preservation in sediments of 30%–70%, and good benthic foraminifer and moderate to good nan­ nofossil preservation in sediments with &gt;75% CaCO3.",22,Expedition 320 Preliminary Report
sediments with &gt;75% CaCO3,preservation of nannofossils,moderate to good,Dissolution and microfossil preservation,"Calcareous nannofossils and benthic foraminifers are less susceptible to dissolution than planktonic foraminifers and closely track the presence or absence of carbonates in the sediments. The preservation of both groups varies with carbonate content, but the preservation of calcareous nannofossils varies even in sediments with low carbon­ ate content that are barren of planktonic foraminifers. Poor preservation of speci­ mens is observed in sediments of 5%–25% carbonate contents, moderate preservation in sediments of 30%–70%, and good benthic foraminifer and moderate to good nan­ nofossil preservation in sediments with &gt;75% CaCO3.",22,Expedition 320 Preliminary Report
holococcoliths,present in,nannofossil assemblages,Dissolution and microfossil preservation,"Within the nannofossil assemblages, however, certain taxa are never present in these sediments, such as holococcoliths. The relatively robust holococcolith Zygrhablithus bijugatus was only recorded in one or two samples from Sites U1335 and U1336, and other taxa show distributions that are more similar to those of planktonic foramini­ fers, such as the long-ranging heterococcolith genus Helicosphaera (Fig. F15).",22,Expedition 320 Preliminary Report
Zygrhablithus bijugatus,recorded in,one or two samples from Sites U1335 and U1336,Dissolution and microfossil preservation,"Within the nannofossil assemblages, however, certain taxa are never present in these sediments, such as holococcoliths. The relatively robust holococcolith Zygrhablithus bijugatus was only recorded in one or two samples from Sites U1335 and U1336, and other taxa show distributions that are more similar to those of planktonic foramini­ fers, such as the long-ranging heterococcolith genus Helicosphaera (Fig. F15).",22,Expedition 320 Preliminary Report
Helicosphaera,distributions similar to,planktonic foraminifers,Dissolution and microfossil preservation,"Within the nannofossil assemblages, however, certain taxa are never present in these sediments, such as holococcoliths. The relatively robust holococcolith Zygrhablithus bijugatus was only recorded in one or two samples from Sites U1335 and U1336, and other taxa show distributions that are more similar to those of planktonic foramini­ fers, such as the long-ranging heterococcolith genus Helicosphaera (Fig. F15).",22,Expedition 320 Preliminary Report
Eocene basal carbonate sediments,recovered on,top of basaltic basement at Sites U1331–U1334,Basal carbonates,"Eocene basal carbonate sediments (nannofossil oozes with foraminifers) were recov­ ered on top of basaltic basement at Sites U1331–U1334 (Fig. F16). The existence of carbonates suggests that paleodepths at these sites were maintained at \~2.75 km above the shallow Eocene CCD during the early to middle Eocene. At all four sites these carbonate intervals are thin and their lower parts are lithified to limestones, probably because of the combined influence of hydrothermal fluid processes and overburden. These sediments contain slightly diagenetically modified calcareous mi­ crofossils and are barren of siliceous microfossils. Sites where Eocene sediments were recovered were located within 2° latitude of the paleoequator at the time of first sed­ iment accumulation, so evidence of equatorial upwelling might be expected in the as­ semblages. The absence of siliceous microfossils is likely a result of dissolution associated with hydrothermal flow of the crust (Moore, 2008a).",22,Expedition 320 Preliminary Report
carbonates,suggest,paleodepths at these sites were maintained at ~2.75 km above the shallow Eocene CCD during the early to middle Eocene,Basal carbonates,"Eocene basal carbonate sediments (nannofossil oozes with foraminifers) were recov­ ered on top of basaltic basement at Sites U1331–U1334 (Fig. F16). The existence of carbonates suggests that paleodepths at these sites were maintained at \~2.75 km above the shallow Eocene CCD during the early to middle Eocene. At all four sites these carbonate intervals are thin and their lower parts are lithified to limestones, probably because of the combined influence of hydrothermal fluid processes and overburden. These sediments contain slightly diagenetically modified calcareous mi­ crofossils and are barren of siliceous microfossils. Sites where Eocene sediments were recovered were located within 2° latitude of the paleoequator at the time of first sed­ iment accumulation, so evidence of equatorial upwelling might be expected in the as­ semblages. The absence of siliceous microfossils is likely a result of dissolution associated with hydrothermal flow of the crust (Moore, 2008a).",22,Expedition 320 Preliminary Report
carbonate intervals,are,thin and their lower parts are lithified to limestones,Basal carbonates,"Eocene basal carbonate sediments (nannofossil oozes with foraminifers) were recov­ ered on top of basaltic basement at Sites U1331–U1334 (Fig. F16). The existence of carbonates suggests that paleodepths at these sites were maintained at \~2.75 km above the shallow Eocene CCD during the early to middle Eocene. At all four sites these carbonate intervals are thin and their lower parts are lithified to limestones, probably because of the combined influence of hydrothermal fluid processes and overburden. These sediments contain slightly diagenetically modified calcareous mi­ crofossils and are barren of siliceous microfossils. Sites where Eocene sediments were recovered were located within 2° latitude of the paleoequator at the time of first sed­ iment accumulation, so evidence of equatorial upwelling might be expected in the as­ semblages. The absence of siliceous microfossils is likely a result of dissolution associated with hydrothermal flow of the crust (Moore, 2008a).",22,Expedition 320 Preliminary Report
lithification,influenced by,hydrothermal fluid processes and overburden,Basal carbonates,"Eocene basal carbonate sediments (nannofossil oozes with foraminifers) were recov­ ered on top of basaltic basement at Sites U1331–U1334 (Fig. F16). The existence of carbonates suggests that paleodepths at these sites were maintained at \~2.75 km above the shallow Eocene CCD during the early to middle Eocene. At all four sites these carbonate intervals are thin and their lower parts are lithified to limestones, probably because of the combined influence of hydrothermal fluid processes and overburden. These sediments contain slightly diagenetically modified calcareous mi­ crofossils and are barren of siliceous microfossils. Sites where Eocene sediments were recovered were located within 2° latitude of the paleoequator at the time of first sed­ iment accumulation, so evidence of equatorial upwelling might be expected in the as­ semblages. The absence of siliceous microfossils is likely a result of dissolution associated with hydrothermal flow of the crust (Moore, 2008a).",22,Expedition 320 Preliminary Report
sediments,contain,slightly diagenetically modified calcareous microfossils,Basal carbonates,"Eocene basal carbonate sediments (nannofossil oozes with foraminifers) were recov­ ered on top of basaltic basement at Sites U1331–U1334 (Fig. F16). The existence of carbonates suggests that paleodepths at these sites were maintained at \~2.75 km above the shallow Eocene CCD during the early to middle Eocene. At all four sites these carbonate intervals are thin and their lower parts are lithified to limestones, probably because of the combined influence of hydrothermal fluid processes and overburden. These sediments contain slightly diagenetically modified calcareous mi­ crofossils and are barren of siliceous microfossils. Sites where Eocene sediments were recovered were located within 2° latitude of the paleoequator at the time of first sed­ iment accumulation, so evidence of equatorial upwelling might be expected in the as­ semblages. The absence of siliceous microfossils is likely a result of dissolution associated with hydrothermal flow of the crust (Moore, 2008a).",22,Expedition 320 Preliminary Report
sediments,are barren of,siliceous microfossils,Basal carbonates,"Eocene basal carbonate sediments (nannofossil oozes with foraminifers) were recov­ ered on top of basaltic basement at Sites U1331–U1334 (Fig. F16). The existence of carbonates suggests that paleodepths at these sites were maintained at \~2.75 km above the shallow Eocene CCD during the early to middle Eocene. At all four sites these carbonate intervals are thin and their lower parts are lithified to limestones, probably because of the combined influence of hydrothermal fluid processes and overburden. These sediments contain slightly diagenetically modified calcareous mi­ crofossils and are barren of siliceous microfossils. Sites where Eocene sediments were recovered were located within 2° latitude of the paleoequator at the time of first sed­ iment accumulation, so evidence of equatorial upwelling might be expected in the as­ semblages. The absence of siliceous microfossils is likely a result of dissolution associated with hydrothermal flow of the crust (Moore, 2008a).",22,Expedition 320 Preliminary Report
Sites,located within,2° latitude of the paleoequator at the time of first sediment accumulation,Basal carbonates,"Eocene basal carbonate sediments (nannofossil oozes with foraminifers) were recov­ ered on top of basaltic basement at Sites U1331–U1334 (Fig. F16). The existence of carbonates suggests that paleodepths at these sites were maintained at \~2.75 km above the shallow Eocene CCD during the early to middle Eocene. At all four sites these carbonate intervals are thin and their lower parts are lithified to limestones, probably because of the combined influence of hydrothermal fluid processes and overburden. These sediments contain slightly diagenetically modified calcareous mi­ crofossils and are barren of siliceous microfossils. Sites where Eocene sediments were recovered were located within 2° latitude of the paleoequator at the time of first sed­ iment accumulation, so evidence of equatorial upwelling might be expected in the as­ semblages. The absence of siliceous microfossils is likely a result of dissolution associated with hydrothermal flow of the crust (Moore, 2008a).",22,Expedition 320 Preliminary Report
absence of siliceous microfossils,likely a result of,dissolution associated with hydrothermal flow of the crust,Basal carbonates,"Eocene basal carbonate sediments (nannofossil oozes with foraminifers) were recov­ ered on top of basaltic basement at Sites U1331–U1334 (Fig. F16). The existence of carbonates suggests that paleodepths at these sites were maintained at \~2.75 km above the shallow Eocene CCD during the early to middle Eocene. At all four sites these carbonate intervals are thin and their lower parts are lithified to limestones, probably because of the combined influence of hydrothermal fluid processes and overburden. These sediments contain slightly diagenetically modified calcareous mi­ crofossils and are barren of siliceous microfossils. Sites where Eocene sediments were recovered were located within 2° latitude of the paleoequator at the time of first sed­ iment accumulation, so evidence of equatorial upwelling might be expected in the as­ semblages. The absence of siliceous microfossils is likely a result of dissolution associated with hydrothermal flow of the crust (Moore, 2008a).",22,Expedition 320 Preliminary Report
shipboard analyses,allow,preliminary speculations on potential microfossil-based productivity indicators,Productivity indicators,"Shipboard analyses of quantitative microfossil faunal assemblages allow only prelim­ inary speculations on potential microfossil-based productivity indicators; quantita­ tive work will be required to follow up on these initial observations and fully address Objective 2 of the PEAT program (see Scientific objectives). Calcareous nannofos­ sil assemblages at these lowest stratigraphic levels are not strikingly different from younger examples. At several sites, however, the common presence of taxa that are considered to be higher productivity (or cooler water) indicators is suggestive of an upwelling signal (e.g., common Chiasmolithus and small reticulofenestrids [Reticu­ lofenestra minuta] at Sites U1333 and U1334). At all sites sphenoliths are also common at these levels, and although some representatives of this group are considered to be oligotrophs (e.g., Gibbs et al., 2004), certain species clearly display more opportunis­ tic behavior, which explains their abundant presence here (e.g., Wade and Bown, 2006; Dunkley Jones et al., 2008).",2,Expedition 320 Preliminary Report
quantitative work,will be required,to follow up on these initial observations,Productivity indicators,"Shipboard analyses of quantitative microfossil faunal assemblages allow only prelim­ inary speculations on potential microfossil-based productivity indicators; quantita­ tive work will be required to follow up on these initial observations and fully address Objective 2 of the PEAT program (see Scientific objectives). Calcareous nannofos­ sil assemblages at these lowest stratigraphic levels are not strikingly different from younger examples. At several sites, however, the common presence of taxa that are considered to be higher productivity (or cooler water) indicators is suggestive of an upwelling signal (e.g., common Chiasmolithus and small reticulofenestrids [Reticu­ lofenestra minuta] at Sites U1333 and U1334). At all sites sphenoliths are also common at these levels, and although some representatives of this group are considered to be oligotrophs (e.g., Gibbs et al., 2004), certain species clearly display more opportunis­ tic behavior, which explains their abundant presence here (e.g., Wade and Bown, 2006; Dunkley Jones et al., 2008).",2,Expedition 320 Preliminary Report
calcareous nannofossil assemblages,are,not strikingly different from younger examples,Productivity indicators,"Shipboard analyses of quantitative microfossil faunal assemblages allow only prelim­ inary speculations on potential microfossil-based productivity indicators; quantita­ tive work will be required to follow up on these initial observations and fully address Objective 2 of the PEAT program (see Scientific objectives). Calcareous nannofos­ sil assemblages at these lowest stratigraphic levels are not strikingly different from younger examples. At several sites, however, the common presence of taxa that are considered to be higher productivity (or cooler water) indicators is suggestive of an upwelling signal (e.g., common Chiasmolithus and small reticulofenestrids [Reticu­ lofenestra minuta] at Sites U1333 and U1334). At all sites sphenoliths are also common at these levels, and although some representatives of this group are considered to be oligotrophs (e.g., Gibbs et al., 2004), certain species clearly display more opportunis­ tic behavior, which explains their abundant presence here (e.g., Wade and Bown, 2006; Dunkley Jones et al., 2008).",2,Expedition 320 Preliminary Report
taxa,are considered,higher productivity (or cooler water) indicators,Productivity indicators,"Shipboard analyses of quantitative microfossil faunal assemblages allow only prelim­ inary speculations on potential microfossil-based productivity indicators; quantita­ tive work will be required to follow up on these initial observations and fully address Objective 2 of the PEAT program (see Scientific objectives). Calcareous nannofos­ sil assemblages at these lowest stratigraphic levels are not strikingly different from younger examples. At several sites, however, the common presence of taxa that are considered to be higher productivity (or cooler water) indicators is suggestive of an upwelling signal (e.g., common Chiasmolithus and small reticulofenestrids [Reticu­ lofenestra minuta] at Sites U1333 and U1334). At all sites sphenoliths are also common at these levels, and although some representatives of this group are considered to be oligotrophs (e.g., Gibbs et al., 2004), certain species clearly display more opportunis­ tic behavior, which explains their abundant presence here (e.g., Wade and Bown, 2006; Dunkley Jones et al., 2008).",2,Expedition 320 Preliminary Report
Chiasmolithus,is common,at Sites U1333 and U1334,Productivity indicators,"Shipboard analyses of quantitative microfossil faunal assemblages allow only prelim­ inary speculations on potential microfossil-based productivity indicators; quantita­ tive work will be required to follow up on these initial observations and fully address Objective 2 of the PEAT program (see Scientific objectives). Calcareous nannofos­ sil assemblages at these lowest stratigraphic levels are not strikingly different from younger examples. At several sites, however, the common presence of taxa that are considered to be higher productivity (or cooler water) indicators is suggestive of an upwelling signal (e.g., common Chiasmolithus and small reticulofenestrids [Reticu­ lofenestra minuta] at Sites U1333 and U1334). At all sites sphenoliths are also common at these levels, and although some representatives of this group are considered to be oligotrophs (e.g., Gibbs et al., 2004), certain species clearly display more opportunis­ tic behavior, which explains their abundant presence here (e.g., Wade and Bown, 2006; Dunkley Jones et al., 2008).",2,Expedition 320 Preliminary Report
small reticulofenestrids,are common,at Sites U1333 and U1334,Productivity indicators,"Shipboard analyses of quantitative microfossil faunal assemblages allow only prelim­ inary speculations on potential microfossil-based productivity indicators; quantita­ tive work will be required to follow up on these initial observations and fully address Objective 2 of the PEAT program (see Scientific objectives). Calcareous nannofos­ sil assemblages at these lowest stratigraphic levels are not strikingly different from younger examples. At several sites, however, the common presence of taxa that are considered to be higher productivity (or cooler water) indicators is suggestive of an upwelling signal (e.g., common Chiasmolithus and small reticulofenestrids [Reticu­ lofenestra minuta] at Sites U1333 and U1334). At all sites sphenoliths are also common at these levels, and although some representatives of this group are considered to be oligotrophs (e.g., Gibbs et al., 2004), certain species clearly display more opportunis­ tic behavior, which explains their abundant presence here (e.g., Wade and Bown, 2006; Dunkley Jones et al., 2008).",2,Expedition 320 Preliminary Report
sphenoliths,are common,at all sites,Productivity indicators,"Shipboard analyses of quantitative microfossil faunal assemblages allow only prelim­ inary speculations on potential microfossil-based productivity indicators; quantita­ tive work will be required to follow up on these initial observations and fully address Objective 2 of the PEAT program (see Scientific objectives). Calcareous nannofos­ sil assemblages at these lowest stratigraphic levels are not strikingly different from younger examples. At several sites, however, the common presence of taxa that are considered to be higher productivity (or cooler water) indicators is suggestive of an upwelling signal (e.g., common Chiasmolithus and small reticulofenestrids [Reticu­ lofenestra minuta] at Sites U1333 and U1334). At all sites sphenoliths are also common at these levels, and although some representatives of this group are considered to be oligotrophs (e.g., Gibbs et al., 2004), certain species clearly display more opportunis­ tic behavior, which explains their abundant presence here (e.g., Wade and Bown, 2006; Dunkley Jones et al., 2008).",2,Expedition 320 Preliminary Report
some representatives of sphenoliths,are considered,oligotrophs,Productivity indicators,"Shipboard analyses of quantitative microfossil faunal assemblages allow only prelim­ inary speculations on potential microfossil-based productivity indicators; quantita­ tive work will be required to follow up on these initial observations and fully address Objective 2 of the PEAT program (see Scientific objectives). Calcareous nannofos­ sil assemblages at these lowest stratigraphic levels are not strikingly different from younger examples. At several sites, however, the common presence of taxa that are considered to be higher productivity (or cooler water) indicators is suggestive of an upwelling signal (e.g., common Chiasmolithus and small reticulofenestrids [Reticu­ lofenestra minuta] at Sites U1333 and U1334). At all sites sphenoliths are also common at these levels, and although some representatives of this group are considered to be oligotrophs (e.g., Gibbs et al., 2004), certain species clearly display more opportunis­ tic behavior, which explains their abundant presence here (e.g., Wade and Bown, 2006; Dunkley Jones et al., 2008).",2,Expedition 320 Preliminary Report
certain species of sphenoliths,display,more opportunistic behavior,Productivity indicators,"Shipboard analyses of quantitative microfossil faunal assemblages allow only prelim­ inary speculations on potential microfossil-based productivity indicators; quantita­ tive work will be required to follow up on these initial observations and fully address Objective 2 of the PEAT program (see Scientific objectives). Calcareous nannofos­ sil assemblages at these lowest stratigraphic levels are not strikingly different from younger examples. At several sites, however, the common presence of taxa that are considered to be higher productivity (or cooler water) indicators is suggestive of an upwelling signal (e.g., common Chiasmolithus and small reticulofenestrids [Reticu­ lofenestra minuta] at Sites U1333 and U1334). At all sites sphenoliths are also common at these levels, and although some representatives of this group are considered to be oligotrophs (e.g., Gibbs et al., 2004), certain species clearly display more opportunis­ tic behavior, which explains their abundant presence here (e.g., Wade and Bown, 2006; Dunkley Jones et al., 2008).",2,Expedition 320 Preliminary Report
