0,1,2,3,4,5,6
uranium,not concentrated by,reduction and precipitation from seawater,New capabilities on the JOIDES Resolution,"The seafloor was one interval that consistently had high natural gamma ray activity (Fig. F17). Whereas counts at a distance from the seafloor were &lt;5 cps, seafloor natural radioactivity levels were as high as 160 cps within 1 m of the top of the sediments. Natural gamma ray activity dropped to the typical low count a few meters below the surface. Spectral studies using hour-long counts on the surface cores revealed that nat­ ural gamma ray activity at the surface is being produced by high uranium levels, not thorium or potassium. It is not clear yet why uranium is being concentrated only near the sediment/water interface. Because the near-surface sediments have low organic carbon contents, uranium has not been concentrated by reduction and precipitation from seawater. Kunzendorf et al. (1983) instead argues that enrichments of uranium in tropical Pacific sediments result from coprecipitation of seawater uranium with Feoxides. This solution still begs the question as to why the level of Fe-oxides might be higher.",21,Expedition 321 Preliminary Report
uranium,concentrated by,coprecipitation of seawater uranium with Fe oxides,New capabilities on the JOIDES Resolution,"The seafloor was one interval that consistently had high natural gamma ray activity (Fig. F17). Whereas counts at a distance from the seafloor were &lt;5 cps, seafloor natural radioactivity levels were as high as 160 cps within 1 m of the top of the sediments. Natural gamma ray activity dropped to the typical low count a few meters below the surface. Spectral studies using hour-long counts on the surface cores revealed that nat­ ural gamma ray activity at the surface is being produced by high uranium levels, not thorium or potassium. It is not clear yet why uranium is being concentrated only near the sediment/water interface. Because the near-surface sediments have low organic carbon contents, uranium has not been concentrated by reduction and precipitation from seawater. Kunzendorf et al. (1983) instead argues that enrichments of uranium in tropical Pacific sediments result from coprecipitation of seawater uranium with Feoxides. This solution still begs the question as to why the level of Fe-oxides might be higher.",21,Expedition 321 Preliminary Report
Fe oxides,level,higher (questioned),New capabilities on the JOIDES Resolution,"The seafloor was one interval that consistently had high natural gamma ray activity (Fig. F17). Whereas counts at a distance from the seafloor were &lt;5 cps, seafloor natural radioactivity levels were as high as 160 cps within 1 m of the top of the sediments. Natural gamma ray activity dropped to the typical low count a few meters below the surface. Spectral studies using hour-long counts on the surface cores revealed that nat­ ural gamma ray activity at the surface is being produced by high uranium levels, not thorium or potassium. It is not clear yet why uranium is being concentrated only near the sediment/water interface. Because the near-surface sediments have low organic carbon contents, uranium has not been concentrated by reduction and precipitation from seawater. Kunzendorf et al. (1983) instead argues that enrichments of uranium in tropical Pacific sediments result from coprecipitation of seawater uranium with Feoxides. This solution still begs the question as to why the level of Fe-oxides might be higher.",21,Expedition 321 Preliminary Report
Neogene,has,significant changes in temperature,Neogene biogenic events and cycles,"The Neogene has significant changes in temperature, glaciation, plankton commu­ nity, and carbon cycle, including a significant warm interval at \~15–16 Ma, and mul­ tiple glaciations first in Antarctica and then in the Northern Hemisphere (Zachos et al., 2001a). There also have been important changes in the CCD. Changes in isotope composition and SST proxies can only be monitored by shore-based geochemical studies. However, shipboard monitoring of changes in plankton composition and rel­ ative abundance indicate that dissolution has taken place in the Neogene equatorial Pacific, achieving parts of objectives 2, 3, 4, and 7 listed in Scientific objectives.",21,Expedition 321 Preliminary Report
changes in isotope composition and sea surface temperature (SST) proxies,can only be monitored by,shore-based geochemical studies,Neogene biogenic events and cycles,"The Neogene has significant changes in temperature, glaciation, plankton commu­ nity, and carbon cycle, including a significant warm interval at \~15–16 Ma, and mul­ tiple glaciations first in Antarctica and then in the Northern Hemisphere (Zachos et al., 2001a). There also have been important changes in the CCD. Changes in isotope composition and SST proxies can only be monitored by shore-based geochemical studies. However, shipboard monitoring of changes in plankton composition and rel­ ative abundance indicate that dissolution has taken place in the Neogene equatorial Pacific, achieving parts of objectives 2, 3, 4, and 7 listed in Scientific objectives.",21,Expedition 321 Preliminary Report
shipboard monitoring,indicates,dissolution has taken place in the Neogene equatorial Pacific,Neogene biogenic events and cycles,"The Neogene has significant changes in temperature, glaciation, plankton commu­ nity, and carbon cycle, including a significant warm interval at \~15–16 Ma, and mul­ tiple glaciations first in Antarctica and then in the Northern Hemisphere (Zachos et al., 2001a). There also have been important changes in the CCD. Changes in isotope composition and SST proxies can only be monitored by shore-based geochemical studies. However, shipboard monitoring of changes in plankton composition and rel­ ative abundance indicate that dissolution has taken place in the Neogene equatorial Pacific, achieving parts of objectives 2, 3, 4, and 7 listed in Scientific objectives.",21,Expedition 321 Preliminary Report
shipboard monitoring,achieves,"parts of objectives 2, 3, 4, and 7 listed in Scientific objectives",Neogene biogenic events and cycles,"The Neogene has significant changes in temperature, glaciation, plankton commu­ nity, and carbon cycle, including a significant warm interval at \~15–16 Ma, and mul­ tiple glaciations first in Antarctica and then in the Northern Hemisphere (Zachos et al., 2001a). There also have been important changes in the CCD. Changes in isotope composition and SST proxies can only be monitored by shore-based geochemical studies. However, shipboard monitoring of changes in plankton composition and rel­ ative abundance indicate that dissolution has taken place in the Neogene equatorial Pacific, achieving parts of objectives 2, 3, 4, and 7 listed in Scientific objectives.",21,Expedition 321 Preliminary Report
eastern equatorial Pacific,has times of known change in,CCD (at ~18 and ~10 Ma),Neogene biogenic events and cycles,"The eastern equatorial Pacific has times of known change in CCD (at \~18 and \~10 Ma) (Lyle et al., 1995; Lyle, 2003). There are also important intervals where biogenic fluxes have changed significantly (Farrell et al., 1995) and important time intervals of high diatom flux (Kemp and Baldauf, 1993). We were able to identify these intervals at Sites U1337 and U1338 and expect that further work will identify new intervals, thereby achieving objective 1 listed in Scientific objectives.",21,Expedition 321 Preliminary Report
CCD,changed at,~18 and ~10 Ma,Neogene biogenic events and cycles,"The eastern equatorial Pacific has times of known change in CCD (at \~18 and \~10 Ma) (Lyle et al., 1995; Lyle, 2003). There are also important intervals where biogenic fluxes have changed significantly (Farrell et al., 1995) and important time intervals of high diatom flux (Kemp and Baldauf, 1993). We were able to identify these intervals at Sites U1337 and U1338 and expect that further work will identify new intervals, thereby achieving objective 1 listed in Scientific objectives.",21,Expedition 321 Preliminary Report
biogenic fluxes,changed significantly,during important intervals,Neogene biogenic events and cycles,"The eastern equatorial Pacific has times of known change in CCD (at \~18 and \~10 Ma) (Lyle et al., 1995; Lyle, 2003). There are also important intervals where biogenic fluxes have changed significantly (Farrell et al., 1995) and important time intervals of high diatom flux (Kemp and Baldauf, 1993). We were able to identify these intervals at Sites U1337 and U1338 and expect that further work will identify new intervals, thereby achieving objective 1 listed in Scientific objectives.",21,Expedition 321 Preliminary Report
diatom flux,high,during important time intervals,Neogene biogenic events and cycles,"The eastern equatorial Pacific has times of known change in CCD (at \~18 and \~10 Ma) (Lyle et al., 1995; Lyle, 2003). There are also important intervals where biogenic fluxes have changed significantly (Farrell et al., 1995) and important time intervals of high diatom flux (Kemp and Baldauf, 1993). We were able to identify these intervals at Sites U1337 and U1338 and expect that further work will identify new intervals, thereby achieving objective 1 listed in Scientific objectives.",21,Expedition 321 Preliminary Report
Sites U1337 and U1338,identified,intervals of biogenic flux and diatom flux changes,Neogene biogenic events and cycles,"The eastern equatorial Pacific has times of known change in CCD (at \~18 and \~10 Ma) (Lyle et al., 1995; Lyle, 2003). There are also important intervals where biogenic fluxes have changed significantly (Farrell et al., 1995) and important time intervals of high diatom flux (Kemp and Baldauf, 1993). We were able to identify these intervals at Sites U1337 and U1338 and expect that further work will identify new intervals, thereby achieving objective 1 listed in Scientific objectives.",21,Expedition 321 Preliminary Report
further work,expected to,identify new intervals,Neogene biogenic events and cycles,"The eastern equatorial Pacific has times of known change in CCD (at \~18 and \~10 Ma) (Lyle et al., 1995; Lyle, 2003). There are also important intervals where biogenic fluxes have changed significantly (Farrell et al., 1995) and important time intervals of high diatom flux (Kemp and Baldauf, 1993). We were able to identify these intervals at Sites U1337 and U1338 and expect that further work will identify new intervals, thereby achieving objective 1 listed in Scientific objectives.",21,Expedition 321 Preliminary Report
paleoceanographic drilling cruise,place,depth column into a time framework,Neogene chronostratigraphy,One of the major shipboard scientific efforts for every paleoceanographic drilling cruise is to place the depth column into a time framework (objective 3 in Scientific objectives) (Fig. F12). During Expedition 321 we depended on shipboard biostratig­ raphy and magnetostratigraphy for the basic time framework. Shipboard biochronos­ tratigraphy is based upon the PEAT timescale developed before the PEAT expeditions and will be refined postcruise. Depth positions of recognized biostratigraphic zones and microfossil datum levels will be listed in each of the site summaries.,21,Expedition 321 Preliminary Report
Expedition 321,depend on,shipboard biostratigraphy and magnetostratigraphy,Neogene chronostratigraphy,One of the major shipboard scientific efforts for every paleoceanographic drilling cruise is to place the depth column into a time framework (objective 3 in Scientific objectives) (Fig. F12). During Expedition 321 we depended on shipboard biostratig­ raphy and magnetostratigraphy for the basic time framework. Shipboard biochronos­ tratigraphy is based upon the PEAT timescale developed before the PEAT expeditions and will be refined postcruise. Depth positions of recognized biostratigraphic zones and microfossil datum levels will be listed in each of the site summaries.,21,Expedition 321 Preliminary Report
shipboard biochronostatigraphy,based upon,PEAT timescale,Neogene chronostratigraphy,One of the major shipboard scientific efforts for every paleoceanographic drilling cruise is to place the depth column into a time framework (objective 3 in Scientific objectives) (Fig. F12). During Expedition 321 we depended on shipboard biostratig­ raphy and magnetostratigraphy for the basic time framework. Shipboard biochronos­ tratigraphy is based upon the PEAT timescale developed before the PEAT expeditions and will be refined postcruise. Depth positions of recognized biostratigraphic zones and microfossil datum levels will be listed in each of the site summaries.,21,Expedition 321 Preliminary Report
shipboard biochronostatigraphy,will be,refined postcruise,Neogene chronostratigraphy,One of the major shipboard scientific efforts for every paleoceanographic drilling cruise is to place the depth column into a time framework (objective 3 in Scientific objectives) (Fig. F12). During Expedition 321 we depended on shipboard biostratig­ raphy and magnetostratigraphy for the basic time framework. Shipboard biochronos­ tratigraphy is based upon the PEAT timescale developed before the PEAT expeditions and will be refined postcruise. Depth positions of recognized biostratigraphic zones and microfossil datum levels will be listed in each of the site summaries.,21,Expedition 321 Preliminary Report
depth positions,of,recognized biostratigraphic zones and microfossil datum levels,Neogene chronostratigraphy,One of the major shipboard scientific efforts for every paleoceanographic drilling cruise is to place the depth column into a time framework (objective 3 in Scientific objectives) (Fig. F12). During Expedition 321 we depended on shipboard biostratig­ raphy and magnetostratigraphy for the basic time framework. Shipboard biochronos­ tratigraphy is based upon the PEAT timescale developed before the PEAT expeditions and will be refined postcruise. Depth positions of recognized biostratigraphic zones and microfossil datum levels will be listed in each of the site summaries.,21,Expedition 321 Preliminary Report
depth positions,will be listed,in each of the site summaries,Neogene chronostratigraphy,One of the major shipboard scientific efforts for every paleoceanographic drilling cruise is to place the depth column into a time framework (objective 3 in Scientific objectives) (Fig. F12). During Expedition 321 we depended on shipboard biostratig­ raphy and magnetostratigraphy for the basic time framework. Shipboard biochronos­ tratigraphy is based upon the PEAT timescale developed before the PEAT expeditions and will be refined postcruise. Depth positions of recognized biostratigraphic zones and microfossil datum levels will be listed in each of the site summaries.,21,Expedition 321 Preliminary Report
zonation and calibrations,established and refined,over the last 50 years,Biostratigraphy,"One of the highlights of Expedition 321 was the recovery of well-preserved and di­ verse assemblages of siliceous radiolarians and diatoms and calcareous planktonic for­ aminifers and nannofossils for the Neogene. Although the zonation and calibrations of each of these groups has been established and refined over the last 50 y, there are very few locations with both well-preserved and abundant siliceous and calcareous microfossils. Leg 199 established a well-defined radiolarian stratigraphy and calibra­ tion for the equatorial Pacific Ocean (Nigrini et al., 2006); unfortunately the plank­ tonic foraminifers and calcareous nannofossils were sufficiently preserved to provide robust calibrations only for the Oligocene (Pälike et al., 2006b; Wade et al., 2007).",22,Expedition 321 Preliminary Report
locations,have,very few with both well-preserved and abundant siliceous and calcareous microfossils,Biostratigraphy,"One of the highlights of Expedition 321 was the recovery of well-preserved and di­ verse assemblages of siliceous radiolarians and diatoms and calcareous planktonic for­ aminifers and nannofossils for the Neogene. Although the zonation and calibrations of each of these groups has been established and refined over the last 50 y, there are very few locations with both well-preserved and abundant siliceous and calcareous microfossils. Leg 199 established a well-defined radiolarian stratigraphy and calibra­ tion for the equatorial Pacific Ocean (Nigrini et al., 2006); unfortunately the plank­ tonic foraminifers and calcareous nannofossils were sufficiently preserved to provide robust calibrations only for the Oligocene (Pälike et al., 2006b; Wade et al., 2007).",22,Expedition 321 Preliminary Report
Leg 199,established,well-defined radiolarian stratigraphy and calibration for the equatorial Pacific Ocean,Biostratigraphy,"One of the highlights of Expedition 321 was the recovery of well-preserved and di­ verse assemblages of siliceous radiolarians and diatoms and calcareous planktonic for­ aminifers and nannofossils for the Neogene. Although the zonation and calibrations of each of these groups has been established and refined over the last 50 y, there are very few locations with both well-preserved and abundant siliceous and calcareous microfossils. Leg 199 established a well-defined radiolarian stratigraphy and calibra­ tion for the equatorial Pacific Ocean (Nigrini et al., 2006); unfortunately the plank­ tonic foraminifers and calcareous nannofossils were sufficiently preserved to provide robust calibrations only for the Oligocene (Pälike et al., 2006b; Wade et al., 2007).",22,Expedition 321 Preliminary Report
planktonic foraminifers and calcareous nannofossils,preserved,sufficiently to provide robust calibrations only for the Oligocene,Biostratigraphy,"One of the highlights of Expedition 321 was the recovery of well-preserved and di­ verse assemblages of siliceous radiolarians and diatoms and calcareous planktonic for­ aminifers and nannofossils for the Neogene. Although the zonation and calibrations of each of these groups has been established and refined over the last 50 y, there are very few locations with both well-preserved and abundant siliceous and calcareous microfossils. Leg 199 established a well-defined radiolarian stratigraphy and calibra­ tion for the equatorial Pacific Ocean (Nigrini et al., 2006); unfortunately the plank­ tonic foraminifers and calcareous nannofossils were sufficiently preserved to provide robust calibrations only for the Oligocene (Pälike et al., 2006b; Wade et al., 2007).",22,Expedition 321 Preliminary Report
Neogene diatom stratigraphy,is well-defined and calibrated for,low-latitude Pacific,Biostratigraphy,"In spite of well-defined Neogene diatom stratigraphy and calibration for the low-lat­ itude Pacific (Baldauf, 1985; Baldauf and Iwai, 1995; Barron, 1985), it is clear from Sites U1337 and U1338 that the presence of some of the diatoms used in the diatom stratigraphy is discontinuous in the expanded Miocene section at both drill sites. This has been noticed in sediments recovered during Leg 138 (Baldauf and Iwai, 1995). The discontinuous occurrences may reflect large variations in the abundances of these species with time and changing ecologic conditions. However, there is also the possi­ bility that some of these intermittent disappearances of a species may reflect genetic changes in the lineage that give rise to either iterative evolution or changing eco­ logical preferences (objective 7 in Scientific objectives).",22,Expedition 321 Preliminary Report
Sites U1337 and U1338,show,discontinuous presence of some diatoms,Biostratigraphy,"In spite of well-defined Neogene diatom stratigraphy and calibration for the low-lat­ itude Pacific (Baldauf, 1985; Baldauf and Iwai, 1995; Barron, 1985), it is clear from Sites U1337 and U1338 that the presence of some of the diatoms used in the diatom stratigraphy is discontinuous in the expanded Miocene section at both drill sites. This has been noticed in sediments recovered during Leg 138 (Baldauf and Iwai, 1995). The discontinuous occurrences may reflect large variations in the abundances of these species with time and changing ecologic conditions. However, there is also the possi­ bility that some of these intermittent disappearances of a species may reflect genetic changes in the lineage that give rise to either iterative evolution or changing eco­ logical preferences (objective 7 in Scientific objectives).",22,Expedition 321 Preliminary Report
discontinuous presence of diatoms,is noticed in,sediments recovered during Leg 138,Biostratigraphy,"In spite of well-defined Neogene diatom stratigraphy and calibration for the low-lat­ itude Pacific (Baldauf, 1985; Baldauf and Iwai, 1995; Barron, 1985), it is clear from Sites U1337 and U1338 that the presence of some of the diatoms used in the diatom stratigraphy is discontinuous in the expanded Miocene section at both drill sites. This has been noticed in sediments recovered during Leg 138 (Baldauf and Iwai, 1995). The discontinuous occurrences may reflect large variations in the abundances of these species with time and changing ecologic conditions. However, there is also the possi­ bility that some of these intermittent disappearances of a species may reflect genetic changes in the lineage that give rise to either iterative evolution or changing eco­ logical preferences (objective 7 in Scientific objectives).",22,Expedition 321 Preliminary Report
discontinuous occurrences,may reflect,large variations in the abundances of these species with time and changing ecologic conditions,Biostratigraphy,"In spite of well-defined Neogene diatom stratigraphy and calibration for the low-lat­ itude Pacific (Baldauf, 1985; Baldauf and Iwai, 1995; Barron, 1985), it is clear from Sites U1337 and U1338 that the presence of some of the diatoms used in the diatom stratigraphy is discontinuous in the expanded Miocene section at both drill sites. This has been noticed in sediments recovered during Leg 138 (Baldauf and Iwai, 1995). The discontinuous occurrences may reflect large variations in the abundances of these species with time and changing ecologic conditions. However, there is also the possi­ bility that some of these intermittent disappearances of a species may reflect genetic changes in the lineage that give rise to either iterative evolution or changing eco­ logical preferences (objective 7 in Scientific objectives).",22,Expedition 321 Preliminary Report
"diatom, radiolarian, calcareous nannofossil, and planktonic foraminifer stratigraphies",agree,at Sites U1337 and U1338,Biostratigraphy,"The diatom, radiolarian, calcareous nannofossil, and planktonic foraminifer stratig­ raphies at Sites U1337 and U1338 all generally agree, with some minor discrepancies. The fully integrated biostratigraphies coupled with the cyclostratigraphy and paleo­ magnetostratigraphy will lead to an integrated magneto-, astro-, and biochronology of all four microfossil groups for the equatorial Pacific Ocean (objective 3 in Scien­ tific objectives).",22,Expedition 321 Preliminary Report
fully integrated biostratigraphies,coupled with,cyclostratigraphy and paleomagnetostratigraphy,Biostratigraphy,"The diatom, radiolarian, calcareous nannofossil, and planktonic foraminifer stratig­ raphies at Sites U1337 and U1338 all generally agree, with some minor discrepancies. The fully integrated biostratigraphies coupled with the cyclostratigraphy and paleo­ magnetostratigraphy will lead to an integrated magneto-, astro-, and biochronology of all four microfossil groups for the equatorial Pacific Ocean (objective 3 in Scien­ tific objectives).",22,Expedition 321 Preliminary Report
"coupled biostratigraphies, cyclostratigraphy, and paleomagnetostratigraphy",lead to,"integrated magneto-, astro-, and biochronology",Biostratigraphy,"The diatom, radiolarian, calcareous nannofossil, and planktonic foraminifer stratig­ raphies at Sites U1337 and U1338 all generally agree, with some minor discrepancies. The fully integrated biostratigraphies coupled with the cyclostratigraphy and paleo­ magnetostratigraphy will lead to an integrated magneto-, astro-, and biochronology of all four microfossil groups for the equatorial Pacific Ocean (objective 3 in Scien­ tific objectives).",22,Expedition 321 Preliminary Report
"integrated magneto-, astro-, and biochronology",covers,all four microfossil groups for the equatorial Pacific Ocean,Biostratigraphy,"The diatom, radiolarian, calcareous nannofossil, and planktonic foraminifer stratig­ raphies at Sites U1337 and U1338 all generally agree, with some minor discrepancies. The fully integrated biostratigraphies coupled with the cyclostratigraphy and paleo­ magnetostratigraphy will lead to an integrated magneto-, astro-, and biochronology of all four microfossil groups for the equatorial Pacific Ocean (objective 3 in Scien­ tific objectives).",22,Expedition 321 Preliminary Report
paleomagnetism,is essential for,well-intercalibrated Cenozoic megasplice,Magnetostratigraphy,Paleomagnetism and magnetostratigraphic studies are essential observations to ob­ tain a well-intercalibrated Cenozoic megasplice and to constrain the tectonic motion of the Pacific plate (objectives 3 and 5 in Scientific objectives). Shipboard magne­ tostratigraphy (Fig. F18) was used as a Neogene chronostratigraphic tool. Unlike the,22,Expedition 321 Preliminary Report
shipboard magnetostratigraphy,was used as,Neogene chronostratigraphic tool,Magnetostratigraphy,Paleomagnetism and magnetostratigraphic studies are essential observations to ob­ tain a well-intercalibrated Cenozoic megasplice and to constrain the tectonic motion of the Pacific plate (objectives 3 and 5 in Scientific objectives). Shipboard magne­ tostratigraphy (Fig. F18) was used as a Neogene chronostratigraphic tool. Unlike the,22,Expedition 321 Preliminary Report
sedimentary section,has,low magnetic intensity,Magnetostratigraphy,"Paleogene, significant parts of the sedimentary section have low magnetic intensity and do not retain a strong paleomagnetic signal. These intervals of weak magnetic in­ tensity correlate in part to the green sediment intervals, but not entirely.",2,Expedition 321 Preliminary Report
sedimentary section,does not retain,strong paleomagnetic signal,Magnetostratigraphy,"Paleogene, significant parts of the sedimentary section have low magnetic intensity and do not retain a strong paleomagnetic signal. These intervals of weak magnetic in­ tensity correlate in part to the green sediment intervals, but not entirely.",2,Expedition 321 Preliminary Report
intervals of weak magnetic intensity,correlate,green sediment intervals,Magnetostratigraphy,"Paleogene, significant parts of the sedimentary section have low magnetic intensity and do not retain a strong paleomagnetic signal. These intervals of weak magnetic in­ tensity correlate in part to the green sediment intervals, but not entirely.",2,Expedition 321 Preliminary Report
Expedition 320/321,resolved,middle Eocene to Quaternary magnetic polarity stratigraphy at eight sites,Magnetostratigraphy,"The magnetic polarity stratigraphy of the entire middle Eocene to Quaternary interval was resolved at the eight sites occupied during Expedition 320/321. The middle Eo­ cene and Oligocene interval was well documented at Sites U1332 and U1333. At Site U1332, mean sedimentation rates in this interval range from 3 to 8 m/m.y., and at Site U1333 the mean sedimentation rates reach \~12 m/m.y. in the lower Oligocene. At Site U1334 the upper Oligocene and lower Miocene magnetic stratigraphy was well resolved with mean sedimentation rates of 12 m/m.y. in the lower part of the interval and 4 m/m.y. in the upper part. At Site U1335, the upper Miocene and Quaternary magnetic stratigraphy was well resolved at sedimentation rates of \~6 m/m.y., and be­ low these sediments lies an interval of upper middle Miocene where the magnetic stratigraphy is not resolved because of weak magnetization intensities. This \~20 m long unresolved interval is underlain by sediments that carry a magnetic stratigraphy of part of the middle and lower Miocene, although the interval is interspersed with turbidites and evidence of reworking. At Site U1336, the magnetic stratigraphy of part of the middle and lower Miocene is resolved in the 0–80 m CSF-A interval at mean sedimentation rates of \~10 m/m.y.; however, below \~80 m CSF-A magnetization in­ tensities are too low for resolvable magnetization directions. At Site U1337, although the magnetic polarity stratigraphy is interpretable for the upper Miocene to Quater­ nary, data quality is poor for the upper Miocene. At Site U1338, the magnetic stratig­ raphy is resolvable in three intervals: part of the Pliocene–Pleistocene (0–4 Ma), part of the late Miocene (8.7–11 Ma), and part of the middle Miocene (12.7–16 Ma). These three intervals at Site U1338 are separated by intervals of low magnetization intensi­ ties where the magnetic stratigraphy was not resolvable.",2,Expedition 321 Preliminary Report
Sites U1332 and U1333,documented,middle Eocene and Oligocene interval,Magnetostratigraphy,"The magnetic polarity stratigraphy of the entire middle Eocene to Quaternary interval was resolved at the eight sites occupied during Expedition 320/321. The middle Eo­ cene and Oligocene interval was well documented at Sites U1332 and U1333. At Site U1332, mean sedimentation rates in this interval range from 3 to 8 m/m.y., and at Site U1333 the mean sedimentation rates reach \~12 m/m.y. in the lower Oligocene. At Site U1334 the upper Oligocene and lower Miocene magnetic stratigraphy was well resolved with mean sedimentation rates of 12 m/m.y. in the lower part of the interval and 4 m/m.y. in the upper part. At Site U1335, the upper Miocene and Quaternary magnetic stratigraphy was well resolved at sedimentation rates of \~6 m/m.y., and be­ low these sediments lies an interval of upper middle Miocene where the magnetic stratigraphy is not resolved because of weak magnetization intensities. This \~20 m long unresolved interval is underlain by sediments that carry a magnetic stratigraphy of part of the middle and lower Miocene, although the interval is interspersed with turbidites and evidence of reworking. At Site U1336, the magnetic stratigraphy of part of the middle and lower Miocene is resolved in the 0–80 m CSF-A interval at mean sedimentation rates of \~10 m/m.y.; however, below \~80 m CSF-A magnetization in­ tensities are too low for resolvable magnetization directions. At Site U1337, although the magnetic polarity stratigraphy is interpretable for the upper Miocene to Quater­ nary, data quality is poor for the upper Miocene. At Site U1338, the magnetic stratig­ raphy is resolvable in three intervals: part of the Pliocene–Pleistocene (0–4 Ma), part of the late Miocene (8.7–11 Ma), and part of the middle Miocene (12.7–16 Ma). These three intervals at Site U1338 are separated by intervals of low magnetization intensi­ ties where the magnetic stratigraphy was not resolvable.",2,Expedition 321 Preliminary Report
Site U1332,sedimentation rates,3 to 8 m/m.y. in middle Eocene and Oligocene,Magnetostratigraphy,"The magnetic polarity stratigraphy of the entire middle Eocene to Quaternary interval was resolved at the eight sites occupied during Expedition 320/321. The middle Eo­ cene and Oligocene interval was well documented at Sites U1332 and U1333. At Site U1332, mean sedimentation rates in this interval range from 3 to 8 m/m.y., and at Site U1333 the mean sedimentation rates reach \~12 m/m.y. in the lower Oligocene. At Site U1334 the upper Oligocene and lower Miocene magnetic stratigraphy was well resolved with mean sedimentation rates of 12 m/m.y. in the lower part of the interval and 4 m/m.y. in the upper part. At Site U1335, the upper Miocene and Quaternary magnetic stratigraphy was well resolved at sedimentation rates of \~6 m/m.y., and be­ low these sediments lies an interval of upper middle Miocene where the magnetic stratigraphy is not resolved because of weak magnetization intensities. This \~20 m long unresolved interval is underlain by sediments that carry a magnetic stratigraphy of part of the middle and lower Miocene, although the interval is interspersed with turbidites and evidence of reworking. At Site U1336, the magnetic stratigraphy of part of the middle and lower Miocene is resolved in the 0–80 m CSF-A interval at mean sedimentation rates of \~10 m/m.y.; however, below \~80 m CSF-A magnetization in­ tensities are too low for resolvable magnetization directions. At Site U1337, although the magnetic polarity stratigraphy is interpretable for the upper Miocene to Quater­ nary, data quality is poor for the upper Miocene. At Site U1338, the magnetic stratig­ raphy is resolvable in three intervals: part of the Pliocene–Pleistocene (0–4 Ma), part of the late Miocene (8.7–11 Ma), and part of the middle Miocene (12.7–16 Ma). These three intervals at Site U1338 are separated by intervals of low magnetization intensi­ ties where the magnetic stratigraphy was not resolvable.",2,Expedition 321 Preliminary Report
Site U1333,sedimentation rates,~12 m/m.y. in lower Oligocene,Magnetostratigraphy,"The magnetic polarity stratigraphy of the entire middle Eocene to Quaternary interval was resolved at the eight sites occupied during Expedition 320/321. The middle Eo­ cene and Oligocene interval was well documented at Sites U1332 and U1333. At Site U1332, mean sedimentation rates in this interval range from 3 to 8 m/m.y., and at Site U1333 the mean sedimentation rates reach \~12 m/m.y. in the lower Oligocene. At Site U1334 the upper Oligocene and lower Miocene magnetic stratigraphy was well resolved with mean sedimentation rates of 12 m/m.y. in the lower part of the interval and 4 m/m.y. in the upper part. At Site U1335, the upper Miocene and Quaternary magnetic stratigraphy was well resolved at sedimentation rates of \~6 m/m.y., and be­ low these sediments lies an interval of upper middle Miocene where the magnetic stratigraphy is not resolved because of weak magnetization intensities. This \~20 m long unresolved interval is underlain by sediments that carry a magnetic stratigraphy of part of the middle and lower Miocene, although the interval is interspersed with turbidites and evidence of reworking. At Site U1336, the magnetic stratigraphy of part of the middle and lower Miocene is resolved in the 0–80 m CSF-A interval at mean sedimentation rates of \~10 m/m.y.; however, below \~80 m CSF-A magnetization in­ tensities are too low for resolvable magnetization directions. At Site U1337, although the magnetic polarity stratigraphy is interpretable for the upper Miocene to Quater­ nary, data quality is poor for the upper Miocene. At Site U1338, the magnetic stratig­ raphy is resolvable in three intervals: part of the Pliocene–Pleistocene (0–4 Ma), part of the late Miocene (8.7–11 Ma), and part of the middle Miocene (12.7–16 Ma). These three intervals at Site U1338 are separated by intervals of low magnetization intensi­ ties where the magnetic stratigraphy was not resolvable.",2,Expedition 321 Preliminary Report
Site U1334,resolved,upper Oligocene and lower Miocene magnetic stratigraphy,Magnetostratigraphy,"The magnetic polarity stratigraphy of the entire middle Eocene to Quaternary interval was resolved at the eight sites occupied during Expedition 320/321. The middle Eo­ cene and Oligocene interval was well documented at Sites U1332 and U1333. At Site U1332, mean sedimentation rates in this interval range from 3 to 8 m/m.y., and at Site U1333 the mean sedimentation rates reach \~12 m/m.y. in the lower Oligocene. At Site U1334 the upper Oligocene and lower Miocene magnetic stratigraphy was well resolved with mean sedimentation rates of 12 m/m.y. in the lower part of the interval and 4 m/m.y. in the upper part. At Site U1335, the upper Miocene and Quaternary magnetic stratigraphy was well resolved at sedimentation rates of \~6 m/m.y., and be­ low these sediments lies an interval of upper middle Miocene where the magnetic stratigraphy is not resolved because of weak magnetization intensities. This \~20 m long unresolved interval is underlain by sediments that carry a magnetic stratigraphy of part of the middle and lower Miocene, although the interval is interspersed with turbidites and evidence of reworking. At Site U1336, the magnetic stratigraphy of part of the middle and lower Miocene is resolved in the 0–80 m CSF-A interval at mean sedimentation rates of \~10 m/m.y.; however, below \~80 m CSF-A magnetization in­ tensities are too low for resolvable magnetization directions. At Site U1337, although the magnetic polarity stratigraphy is interpretable for the upper Miocene to Quater­ nary, data quality is poor for the upper Miocene. At Site U1338, the magnetic stratig­ raphy is resolvable in three intervals: part of the Pliocene–Pleistocene (0–4 Ma), part of the late Miocene (8.7–11 Ma), and part of the middle Miocene (12.7–16 Ma). These three intervals at Site U1338 are separated by intervals of low magnetization intensi­ ties where the magnetic stratigraphy was not resolvable.",2,Expedition 321 Preliminary Report
