0,1,2,3,4,5,6
Expedition 323,targeted,topographic highs above the basin floors,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","During DSDP Leg 19 in 1971, six sites were drilled in the Bering Sea and four were drilled just south of the Aleutian Islands in order to generally characterize the sedimentary units and tectonic and structural evolution of the Bering Sea (Scholl and Creager, 1973). Although much of the sedimentary section was washed away and not cored, Leg 19 provided basic information on the types and ages of sediments in two of the regions (Umnak Plateau and Bowers Ridge) targeted by Expedition 323. Expedition 323 marks the first deployment of advanced piston corer (APC) technology in the region and thus the first collection of continuous high-resolution records for the past 5 m.y. in the Bering Sea. Specifically, the drilling of DSDP Sites 184 and 185 on Umnak Plateau revealed a Pleistocene to upper Miocene clayrich diatomaceous ooze (Unit A) above clayey siltstone with sparse fossils (Unit B). At Site 188 on Bowers Ridge, sedimentary units similar in lithology and age to those found at the Umnak Plateau sites were found. Although DSDP Sites 190 and 191 were drilled close to Shirshov Ridge and the Kamchatka Strait, they were located in the deep basins around Shirshov Ridge (water depth &gt;3800 m), and the sediments recovered were mainly turbidite sequences with  reworked  microfossils,  making  paleoceanographic interpretations difficult. Expedition 323 did not include drilling in the deep basins; rather, it targeted topographic highs above the basin floors, where the deposition of reworked sediments was expected to be minimal.",4,Expedition 323 summary
Expedition 323,expected,minimal deposition of reworked sediments,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","During DSDP Leg 19 in 1971, six sites were drilled in the Bering Sea and four were drilled just south of the Aleutian Islands in order to generally characterize the sedimentary units and tectonic and structural evolution of the Bering Sea (Scholl and Creager, 1973). Although much of the sedimentary section was washed away and not cored, Leg 19 provided basic information on the types and ages of sediments in two of the regions (Umnak Plateau and Bowers Ridge) targeted by Expedition 323. Expedition 323 marks the first deployment of advanced piston corer (APC) technology in the region and thus the first collection of continuous high-resolution records for the past 5 m.y. in the Bering Sea. Specifically, the drilling of DSDP Sites 184 and 185 on Umnak Plateau revealed a Pleistocene to upper Miocene clayrich diatomaceous ooze (Unit A) above clayey siltstone with sparse fossils (Unit B). At Site 188 on Bowers Ridge, sedimentary units similar in lithology and age to those found at the Umnak Plateau sites were found. Although DSDP Sites 190 and 191 were drilled close to Shirshov Ridge and the Kamchatka Strait, they were located in the deep basins around Shirshov Ridge (water depth &gt;3800 m), and the sediments recovered were mainly turbidite sequences with  reworked  microfossils,  making  paleoceanographic interpretations difficult. Expedition 323 did not include drilling in the deep basins; rather, it targeted topographic highs above the basin floors, where the deposition of reworked sediments was expected to be minimal.",4,Expedition 323 summary
Ocean Drilling Program (ODP) Leg 145,explored,"Sites 881, 882, 883, and 884","Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","In 1992, several important sites adjacent to the Bering Sea were explored during Ocean Drilling Program (ODP) Leg 145: Sites 881, 882, 883, and 884 (Rea et al., 1995; Rea, Basov, Janecek, Palmer-Julson, et al., 1993; Rea, Basov, Scholl, and Allen, 1995). Maslin et al. (1996) observed a dramatic increase in ice-rafted debris (IRD), a decrease of &gt;7.5°C in seasurface temperature, a five-fold decrease in opal mass accumulation rates (MARs), and a decrease in both total organic carbon (TOC) and calcium carbonate MARs at Site 882 (50°22′N, 167°36′E; 3244 m) at 2.75 Ma, coeval with the IRD change found in the Norwegian Sea, which suggests that the Arctic and northeast Asia were significantly glaciated from 2.75 Ma onward. Furthermore, they suggested that the onset of Eurasian Arctic and northeast Asia glaciation occurred \~100 k.y. before the Alaskan glaciation and 200 k.y. before the glaciation of Greenland and the northeast  American  continent.  McKelvey  et  al. (1995) and Krissek (1995) suggested that the provenance of IRD in the northwest Pacific Ocean and the Gulf of Alaska is the Bering Sea off the Kamchatka Peninsula and southeastern Alaska, respectively. By studying the Bering Sea in relation to other regions, we can uncover details of the inception of glaciation in the Arctic and North Pacific regions at \~2.75 Ma. Furthermore, the reasons for differences in the timing of glaciation can be investigated in detail using sections from the Bering Sea, which can provide a much higher resolution record than those available in the open-ocean pelagic realm.",4,Expedition 323 summary
Maslin et al.,observed,dramatic increase in ice-rafted debris (IRD) at Site 882,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","In 1992, several important sites adjacent to the Bering Sea were explored during Ocean Drilling Program (ODP) Leg 145: Sites 881, 882, 883, and 884 (Rea et al., 1995; Rea, Basov, Janecek, Palmer-Julson, et al., 1993; Rea, Basov, Scholl, and Allen, 1995). Maslin et al. (1996) observed a dramatic increase in ice-rafted debris (IRD), a decrease of &gt;7.5°C in seasurface temperature, a five-fold decrease in opal mass accumulation rates (MARs), and a decrease in both total organic carbon (TOC) and calcium carbonate MARs at Site 882 (50°22′N, 167°36′E; 3244 m) at 2.75 Ma, coeval with the IRD change found in the Norwegian Sea, which suggests that the Arctic and northeast Asia were significantly glaciated from 2.75 Ma onward. Furthermore, they suggested that the onset of Eurasian Arctic and northeast Asia glaciation occurred \~100 k.y. before the Alaskan glaciation and 200 k.y. before the glaciation of Greenland and the northeast  American  continent.  McKelvey  et  al. (1995) and Krissek (1995) suggested that the provenance of IRD in the northwest Pacific Ocean and the Gulf of Alaska is the Bering Sea off the Kamchatka Peninsula and southeastern Alaska, respectively. By studying the Bering Sea in relation to other regions, we can uncover details of the inception of glaciation in the Arctic and North Pacific regions at \~2.75 Ma. Furthermore, the reasons for differences in the timing of glaciation can be investigated in detail using sections from the Bering Sea, which can provide a much higher resolution record than those available in the open-ocean pelagic realm.",4,Expedition 323 summary
Maslin et al.,suggested,Arctic and northeast Asia were significantly glaciated from 2.75 Ma onward,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","In 1992, several important sites adjacent to the Bering Sea were explored during Ocean Drilling Program (ODP) Leg 145: Sites 881, 882, 883, and 884 (Rea et al., 1995; Rea, Basov, Janecek, Palmer-Julson, et al., 1993; Rea, Basov, Scholl, and Allen, 1995). Maslin et al. (1996) observed a dramatic increase in ice-rafted debris (IRD), a decrease of &gt;7.5°C in seasurface temperature, a five-fold decrease in opal mass accumulation rates (MARs), and a decrease in both total organic carbon (TOC) and calcium carbonate MARs at Site 882 (50°22′N, 167°36′E; 3244 m) at 2.75 Ma, coeval with the IRD change found in the Norwegian Sea, which suggests that the Arctic and northeast Asia were significantly glaciated from 2.75 Ma onward. Furthermore, they suggested that the onset of Eurasian Arctic and northeast Asia glaciation occurred \~100 k.y. before the Alaskan glaciation and 200 k.y. before the glaciation of Greenland and the northeast  American  continent.  McKelvey  et  al. (1995) and Krissek (1995) suggested that the provenance of IRD in the northwest Pacific Ocean and the Gulf of Alaska is the Bering Sea off the Kamchatka Peninsula and southeastern Alaska, respectively. By studying the Bering Sea in relation to other regions, we can uncover details of the inception of glaciation in the Arctic and North Pacific regions at \~2.75 Ma. Furthermore, the reasons for differences in the timing of glaciation can be investigated in detail using sections from the Bering Sea, which can provide a much higher resolution record than those available in the open-ocean pelagic realm.",4,Expedition 323 summary
McKelvey et al.,suggested,provenance of IRD in the northwest Pacific Ocean is the Bering Sea off the Kamchatka Peninsula,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","In 1992, several important sites adjacent to the Bering Sea were explored during Ocean Drilling Program (ODP) Leg 145: Sites 881, 882, 883, and 884 (Rea et al., 1995; Rea, Basov, Janecek, Palmer-Julson, et al., 1993; Rea, Basov, Scholl, and Allen, 1995). Maslin et al. (1996) observed a dramatic increase in ice-rafted debris (IRD), a decrease of &gt;7.5°C in seasurface temperature, a five-fold decrease in opal mass accumulation rates (MARs), and a decrease in both total organic carbon (TOC) and calcium carbonate MARs at Site 882 (50°22′N, 167°36′E; 3244 m) at 2.75 Ma, coeval with the IRD change found in the Norwegian Sea, which suggests that the Arctic and northeast Asia were significantly glaciated from 2.75 Ma onward. Furthermore, they suggested that the onset of Eurasian Arctic and northeast Asia glaciation occurred \~100 k.y. before the Alaskan glaciation and 200 k.y. before the glaciation of Greenland and the northeast  American  continent.  McKelvey  et  al. (1995) and Krissek (1995) suggested that the provenance of IRD in the northwest Pacific Ocean and the Gulf of Alaska is the Bering Sea off the Kamchatka Peninsula and southeastern Alaska, respectively. By studying the Bering Sea in relation to other regions, we can uncover details of the inception of glaciation in the Arctic and North Pacific regions at \~2.75 Ma. Furthermore, the reasons for differences in the timing of glaciation can be investigated in detail using sections from the Bering Sea, which can provide a much higher resolution record than those available in the open-ocean pelagic realm.",4,Expedition 323 summary
Krissek,suggested,provenance of IRD in the Gulf of Alaska is southeastern Alaska,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","In 1992, several important sites adjacent to the Bering Sea were explored during Ocean Drilling Program (ODP) Leg 145: Sites 881, 882, 883, and 884 (Rea et al., 1995; Rea, Basov, Janecek, Palmer-Julson, et al., 1993; Rea, Basov, Scholl, and Allen, 1995). Maslin et al. (1996) observed a dramatic increase in ice-rafted debris (IRD), a decrease of &gt;7.5°C in seasurface temperature, a five-fold decrease in opal mass accumulation rates (MARs), and a decrease in both total organic carbon (TOC) and calcium carbonate MARs at Site 882 (50°22′N, 167°36′E; 3244 m) at 2.75 Ma, coeval with the IRD change found in the Norwegian Sea, which suggests that the Arctic and northeast Asia were significantly glaciated from 2.75 Ma onward. Furthermore, they suggested that the onset of Eurasian Arctic and northeast Asia glaciation occurred \~100 k.y. before the Alaskan glaciation and 200 k.y. before the glaciation of Greenland and the northeast  American  continent.  McKelvey  et  al. (1995) and Krissek (1995) suggested that the provenance of IRD in the northwest Pacific Ocean and the Gulf of Alaska is the Bering Sea off the Kamchatka Peninsula and southeastern Alaska, respectively. By studying the Bering Sea in relation to other regions, we can uncover details of the inception of glaciation in the Arctic and North Pacific regions at \~2.75 Ma. Furthermore, the reasons for differences in the timing of glaciation can be investigated in detail using sections from the Bering Sea, which can provide a much higher resolution record than those available in the open-ocean pelagic realm.",4,Expedition 323 summary
Bering Sea,provides,higher resolution record of glaciation inception in the Arctic and North Pacific regions,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","In 1992, several important sites adjacent to the Bering Sea were explored during Ocean Drilling Program (ODP) Leg 145: Sites 881, 882, 883, and 884 (Rea et al., 1995; Rea, Basov, Janecek, Palmer-Julson, et al., 1993; Rea, Basov, Scholl, and Allen, 1995). Maslin et al. (1996) observed a dramatic increase in ice-rafted debris (IRD), a decrease of &gt;7.5°C in seasurface temperature, a five-fold decrease in opal mass accumulation rates (MARs), and a decrease in both total organic carbon (TOC) and calcium carbonate MARs at Site 882 (50°22′N, 167°36′E; 3244 m) at 2.75 Ma, coeval with the IRD change found in the Norwegian Sea, which suggests that the Arctic and northeast Asia were significantly glaciated from 2.75 Ma onward. Furthermore, they suggested that the onset of Eurasian Arctic and northeast Asia glaciation occurred \~100 k.y. before the Alaskan glaciation and 200 k.y. before the glaciation of Greenland and the northeast  American  continent.  McKelvey  et  al. (1995) and Krissek (1995) suggested that the provenance of IRD in the northwest Pacific Ocean and the Gulf of Alaska is the Bering Sea off the Kamchatka Peninsula and southeastern Alaska, respectively. By studying the Bering Sea in relation to other regions, we can uncover details of the inception of glaciation in the Arctic and North Pacific regions at \~2.75 Ma. Furthermore, the reasons for differences in the timing of glaciation can be investigated in detail using sections from the Bering Sea, which can provide a much higher resolution record than those available in the open-ocean pelagic realm.",4,Expedition 323 summary
IODP Expedition 302,took place,2004,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","IODP  Expedition  302  (Arctic  Coring  Expedition [ACEX]) to Lomonosov Ridge in the central Arctic Ocean took place in 2004, and the scientific community anticipated the acquisition of new information regarding the age and effects of the Bering Strait gateway to the Bering–Arctic. However, despite the expedition’s success in acquiring sediments spanning the Holocene to the Cretaceous (Backman, Moran, McInroy, Mayer, and the Expedition 302 Scientists, 2006; Moran et al., 2006), it has been difficult to advance our understanding of the significance of changes in flow through the Bering Strait gateway on global or regional climate change without being able to compare Arctic records to those from the Pacific side of the Bering Strait. Thus, the cores recovered during Expedition 323 are essential to deciphering the history of the Bering Strait gateway and its potential impact on global and regional climatic and oceanic processes. The role of the exchange of heat and chemical constituents through the Bering Strait on Arctic and North Pacific environments, as well as the influence of changes in this exchange on Northern Hemisphere glaciation (NHG) and higher frequency climate oscillations, can only be assessed by comparing the results of Bering Sea drilling with those of Expedition 302.",4,Expedition 323 summary
IODP Expedition 302,acquired,sediments spanning the Holocene to the Cretaceous,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","IODP  Expedition  302  (Arctic  Coring  Expedition [ACEX]) to Lomonosov Ridge in the central Arctic Ocean took place in 2004, and the scientific community anticipated the acquisition of new information regarding the age and effects of the Bering Strait gateway to the Bering–Arctic. However, despite the expedition’s success in acquiring sediments spanning the Holocene to the Cretaceous (Backman, Moran, McInroy, Mayer, and the Expedition 302 Scientists, 2006; Moran et al., 2006), it has been difficult to advance our understanding of the significance of changes in flow through the Bering Strait gateway on global or regional climate change without being able to compare Arctic records to those from the Pacific side of the Bering Strait. Thus, the cores recovered during Expedition 323 are essential to deciphering the history of the Bering Strait gateway and its potential impact on global and regional climatic and oceanic processes. The role of the exchange of heat and chemical constituents through the Bering Strait on Arctic and North Pacific environments, as well as the influence of changes in this exchange on Northern Hemisphere glaciation (NHG) and higher frequency climate oscillations, can only be assessed by comparing the results of Bering Sea drilling with those of Expedition 302.",4,Expedition 323 summary
scientific community,anticipated,new information regarding the age and effects of the Bering Strait gateway,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","IODP  Expedition  302  (Arctic  Coring  Expedition [ACEX]) to Lomonosov Ridge in the central Arctic Ocean took place in 2004, and the scientific community anticipated the acquisition of new information regarding the age and effects of the Bering Strait gateway to the Bering–Arctic. However, despite the expedition’s success in acquiring sediments spanning the Holocene to the Cretaceous (Backman, Moran, McInroy, Mayer, and the Expedition 302 Scientists, 2006; Moran et al., 2006), it has been difficult to advance our understanding of the significance of changes in flow through the Bering Strait gateway on global or regional climate change without being able to compare Arctic records to those from the Pacific side of the Bering Strait. Thus, the cores recovered during Expedition 323 are essential to deciphering the history of the Bering Strait gateway and its potential impact on global and regional climatic and oceanic processes. The role of the exchange of heat and chemical constituents through the Bering Strait on Arctic and North Pacific environments, as well as the influence of changes in this exchange on Northern Hemisphere glaciation (NHG) and higher frequency climate oscillations, can only be assessed by comparing the results of Bering Sea drilling with those of Expedition 302.",4,Expedition 323 summary
Expedition 323,is essential to,deciphering the history of the Bering Strait gateway,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","IODP  Expedition  302  (Arctic  Coring  Expedition [ACEX]) to Lomonosov Ridge in the central Arctic Ocean took place in 2004, and the scientific community anticipated the acquisition of new information regarding the age and effects of the Bering Strait gateway to the Bering–Arctic. However, despite the expedition’s success in acquiring sediments spanning the Holocene to the Cretaceous (Backman, Moran, McInroy, Mayer, and the Expedition 302 Scientists, 2006; Moran et al., 2006), it has been difficult to advance our understanding of the significance of changes in flow through the Bering Strait gateway on global or regional climate change without being able to compare Arctic records to those from the Pacific side of the Bering Strait. Thus, the cores recovered during Expedition 323 are essential to deciphering the history of the Bering Strait gateway and its potential impact on global and regional climatic and oceanic processes. The role of the exchange of heat and chemical constituents through the Bering Strait on Arctic and North Pacific environments, as well as the influence of changes in this exchange on Northern Hemisphere glaciation (NHG) and higher frequency climate oscillations, can only be assessed by comparing the results of Bering Sea drilling with those of Expedition 302.",4,Expedition 323 summary
Bering Strait gateway,has potential impact on,global and regional climatic and oceanic processes,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","IODP  Expedition  302  (Arctic  Coring  Expedition [ACEX]) to Lomonosov Ridge in the central Arctic Ocean took place in 2004, and the scientific community anticipated the acquisition of new information regarding the age and effects of the Bering Strait gateway to the Bering–Arctic. However, despite the expedition’s success in acquiring sediments spanning the Holocene to the Cretaceous (Backman, Moran, McInroy, Mayer, and the Expedition 302 Scientists, 2006; Moran et al., 2006), it has been difficult to advance our understanding of the significance of changes in flow through the Bering Strait gateway on global or regional climate change without being able to compare Arctic records to those from the Pacific side of the Bering Strait. Thus, the cores recovered during Expedition 323 are essential to deciphering the history of the Bering Strait gateway and its potential impact on global and regional climatic and oceanic processes. The role of the exchange of heat and chemical constituents through the Bering Strait on Arctic and North Pacific environments, as well as the influence of changes in this exchange on Northern Hemisphere glaciation (NHG) and higher frequency climate oscillations, can only be assessed by comparing the results of Bering Sea drilling with those of Expedition 302.",4,Expedition 323 summary
exchange of heat and chemical constituents,affects,Arctic and North Pacific environments,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","IODP  Expedition  302  (Arctic  Coring  Expedition [ACEX]) to Lomonosov Ridge in the central Arctic Ocean took place in 2004, and the scientific community anticipated the acquisition of new information regarding the age and effects of the Bering Strait gateway to the Bering–Arctic. However, despite the expedition’s success in acquiring sediments spanning the Holocene to the Cretaceous (Backman, Moran, McInroy, Mayer, and the Expedition 302 Scientists, 2006; Moran et al., 2006), it has been difficult to advance our understanding of the significance of changes in flow through the Bering Strait gateway on global or regional climate change without being able to compare Arctic records to those from the Pacific side of the Bering Strait. Thus, the cores recovered during Expedition 323 are essential to deciphering the history of the Bering Strait gateway and its potential impact on global and regional climatic and oceanic processes. The role of the exchange of heat and chemical constituents through the Bering Strait on Arctic and North Pacific environments, as well as the influence of changes in this exchange on Northern Hemisphere glaciation (NHG) and higher frequency climate oscillations, can only be assessed by comparing the results of Bering Sea drilling with those of Expedition 302.",4,Expedition 323 summary
changes in exchange,influence,Northern Hemisphere glaciation (NHG) and higher frequency climate oscillations,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","IODP  Expedition  302  (Arctic  Coring  Expedition [ACEX]) to Lomonosov Ridge in the central Arctic Ocean took place in 2004, and the scientific community anticipated the acquisition of new information regarding the age and effects of the Bering Strait gateway to the Bering–Arctic. However, despite the expedition’s success in acquiring sediments spanning the Holocene to the Cretaceous (Backman, Moran, McInroy, Mayer, and the Expedition 302 Scientists, 2006; Moran et al., 2006), it has been difficult to advance our understanding of the significance of changes in flow through the Bering Strait gateway on global or regional climate change without being able to compare Arctic records to those from the Pacific side of the Bering Strait. Thus, the cores recovered during Expedition 323 are essential to deciphering the history of the Bering Strait gateway and its potential impact on global and regional climatic and oceanic processes. The role of the exchange of heat and chemical constituents through the Bering Strait on Arctic and North Pacific environments, as well as the influence of changes in this exchange on Northern Hemisphere glaciation (NHG) and higher frequency climate oscillations, can only be assessed by comparing the results of Bering Sea drilling with those of Expedition 302.",4,Expedition 323 summary
Bering Sea drilling,compared with,results of Expedition 302,"Relationship to previous drilling in the Bering Sea, the subarctic North Pacific, and the Arctic Ocean","IODP  Expedition  302  (Arctic  Coring  Expedition [ACEX]) to Lomonosov Ridge in the central Arctic Ocean took place in 2004, and the scientific community anticipated the acquisition of new information regarding the age and effects of the Bering Strait gateway to the Bering–Arctic. However, despite the expedition’s success in acquiring sediments spanning the Holocene to the Cretaceous (Backman, Moran, McInroy, Mayer, and the Expedition 302 Scientists, 2006; Moran et al., 2006), it has been difficult to advance our understanding of the significance of changes in flow through the Bering Strait gateway on global or regional climate change without being able to compare Arctic records to those from the Pacific side of the Bering Strait. Thus, the cores recovered during Expedition 323 are essential to deciphering the history of the Bering Strait gateway and its potential impact on global and regional climatic and oceanic processes. The role of the exchange of heat and chemical constituents through the Bering Strait on Arctic and North Pacific environments, as well as the influence of changes in this exchange on Northern Hemisphere glaciation (NHG) and higher frequency climate oscillations, can only be assessed by comparing the results of Bering Sea drilling with those of Expedition 302.",4,Expedition 323 summary
Bering Sea,contains,sediments with high accumulation rates,Millennial-scale climate changes,"The Bering Sea contains sediments with high accumulation rates appropriate for the reconstruction of surface water and deepwater conditions and for the validation of climate/ocean hypotheses that call on these regions as a variable source of open Pacific intermediate and deep water. In addition, climate change in the Bering Basin tends to be extremely sensitive to high-frequency changes due to the semiisolated nature of the marginal sea. Sea level drop, for example, may produce a profound effect on watermass circulation, sea ice formation, salinity, and biological productivity in the basin (e.g., Takahashi, 1999). The pelagic signals of the open Pacific do not adequately provide a high-frequency climatic history of the northwest Pacific Rim.",5,Expedition 323 summary
sediments with high accumulation rates,appropriate for,reconstruction of surface water and deepwater conditions,Millennial-scale climate changes,"The Bering Sea contains sediments with high accumulation rates appropriate for the reconstruction of surface water and deepwater conditions and for the validation of climate/ocean hypotheses that call on these regions as a variable source of open Pacific intermediate and deep water. In addition, climate change in the Bering Basin tends to be extremely sensitive to high-frequency changes due to the semiisolated nature of the marginal sea. Sea level drop, for example, may produce a profound effect on watermass circulation, sea ice formation, salinity, and biological productivity in the basin (e.g., Takahashi, 1999). The pelagic signals of the open Pacific do not adequately provide a high-frequency climatic history of the northwest Pacific Rim.",5,Expedition 323 summary
climate/ocean hypotheses,call on,Bering Sea as a variable source of open Pacific intermediate and deep water,Millennial-scale climate changes,"The Bering Sea contains sediments with high accumulation rates appropriate for the reconstruction of surface water and deepwater conditions and for the validation of climate/ocean hypotheses that call on these regions as a variable source of open Pacific intermediate and deep water. In addition, climate change in the Bering Basin tends to be extremely sensitive to high-frequency changes due to the semiisolated nature of the marginal sea. Sea level drop, for example, may produce a profound effect on watermass circulation, sea ice formation, salinity, and biological productivity in the basin (e.g., Takahashi, 1999). The pelagic signals of the open Pacific do not adequately provide a high-frequency climatic history of the northwest Pacific Rim.",5,Expedition 323 summary
climate change,in,Bering Basin,Millennial-scale climate changes,"The Bering Sea contains sediments with high accumulation rates appropriate for the reconstruction of surface water and deepwater conditions and for the validation of climate/ocean hypotheses that call on these regions as a variable source of open Pacific intermediate and deep water. In addition, climate change in the Bering Basin tends to be extremely sensitive to high-frequency changes due to the semiisolated nature of the marginal sea. Sea level drop, for example, may produce a profound effect on watermass circulation, sea ice formation, salinity, and biological productivity in the basin (e.g., Takahashi, 1999). The pelagic signals of the open Pacific do not adequately provide a high-frequency climatic history of the northwest Pacific Rim.",5,Expedition 323 summary
climate change,tends to be,extremely sensitive to high-frequency changes,Millennial-scale climate changes,"The Bering Sea contains sediments with high accumulation rates appropriate for the reconstruction of surface water and deepwater conditions and for the validation of climate/ocean hypotheses that call on these regions as a variable source of open Pacific intermediate and deep water. In addition, climate change in the Bering Basin tends to be extremely sensitive to high-frequency changes due to the semiisolated nature of the marginal sea. Sea level drop, for example, may produce a profound effect on watermass circulation, sea ice formation, salinity, and biological productivity in the basin (e.g., Takahashi, 1999). The pelagic signals of the open Pacific do not adequately provide a high-frequency climatic history of the northwest Pacific Rim.",5,Expedition 323 summary
high-frequency changes,due to,semiisolated nature of the marginal sea,Millennial-scale climate changes,"The Bering Sea contains sediments with high accumulation rates appropriate for the reconstruction of surface water and deepwater conditions and for the validation of climate/ocean hypotheses that call on these regions as a variable source of open Pacific intermediate and deep water. In addition, climate change in the Bering Basin tends to be extremely sensitive to high-frequency changes due to the semiisolated nature of the marginal sea. Sea level drop, for example, may produce a profound effect on watermass circulation, sea ice formation, salinity, and biological productivity in the basin (e.g., Takahashi, 1999). The pelagic signals of the open Pacific do not adequately provide a high-frequency climatic history of the northwest Pacific Rim.",5,Expedition 323 summary
sea level drop,may produce,profound effect on watermass circulation,Millennial-scale climate changes,"The Bering Sea contains sediments with high accumulation rates appropriate for the reconstruction of surface water and deepwater conditions and for the validation of climate/ocean hypotheses that call on these regions as a variable source of open Pacific intermediate and deep water. In addition, climate change in the Bering Basin tends to be extremely sensitive to high-frequency changes due to the semiisolated nature of the marginal sea. Sea level drop, for example, may produce a profound effect on watermass circulation, sea ice formation, salinity, and biological productivity in the basin (e.g., Takahashi, 1999). The pelagic signals of the open Pacific do not adequately provide a high-frequency climatic history of the northwest Pacific Rim.",5,Expedition 323 summary
pelagic signals of the open Pacific,do not,adequately provide a high-frequency climatic history of the northwest Pacific Rim,Millennial-scale climate changes,"The Bering Sea contains sediments with high accumulation rates appropriate for the reconstruction of surface water and deepwater conditions and for the validation of climate/ocean hypotheses that call on these regions as a variable source of open Pacific intermediate and deep water. In addition, climate change in the Bering Basin tends to be extremely sensitive to high-frequency changes due to the semiisolated nature of the marginal sea. Sea level drop, for example, may produce a profound effect on watermass circulation, sea ice formation, salinity, and biological productivity in the basin (e.g., Takahashi, 1999). The pelagic signals of the open Pacific do not adequately provide a high-frequency climatic history of the northwest Pacific Rim.",5,Expedition 323 summary
changes in the ventilation of subsurface water,influence,climate downstream,Millennial-scale climate changes,"Changes in the ventilation of subsurface water in the North Pacific may also influence climate downstream and may be tied to North Atlantic climate changes on millennial timescales. Interestingly, millennial cycles in climate proxy records are apparently correlative across the North Pacific, for example in the Bering Sea (Cook et al., 2005), the Sea of Okhotsk (Ono et al., 2005; Sakamoto et al., 2005), the California margin (e.g., Behl and Kennett, 1996), and the Sea of Japan (e.g., Tada et al., 1999). Although the mechanisms for the strong teleconnections between different sides of the North Pacific are not known, it has been proposed that changes in the source(s) of NPIW in the Okhotsk (Ono et al., 2005) or Bering seas could reach the California margin and influence the depth or strength of the OMZ (Cannariato and Kennett, 1999; Zheng et al., 2000), thereby connecting climate/ocean changes across the Pacific Ocean. The fact that millennial-scale records from the  Pacific  margins  also  appear  to  correlate  to changes in North Atlantic climate (e.g., Behl and Kennett, 1996; Tada et al., 1999) indicates that the processes linking Atlantic and Pacific climate could play an important role in global climate change.",5,Expedition 323 summary
changes in the ventilation of subsurface water,be tied to,North Atlantic climate changes on millennial timescales,Millennial-scale climate changes,"Changes in the ventilation of subsurface water in the North Pacific may also influence climate downstream and may be tied to North Atlantic climate changes on millennial timescales. Interestingly, millennial cycles in climate proxy records are apparently correlative across the North Pacific, for example in the Bering Sea (Cook et al., 2005), the Sea of Okhotsk (Ono et al., 2005; Sakamoto et al., 2005), the California margin (e.g., Behl and Kennett, 1996), and the Sea of Japan (e.g., Tada et al., 1999). Although the mechanisms for the strong teleconnections between different sides of the North Pacific are not known, it has been proposed that changes in the source(s) of NPIW in the Okhotsk (Ono et al., 2005) or Bering seas could reach the California margin and influence the depth or strength of the OMZ (Cannariato and Kennett, 1999; Zheng et al., 2000), thereby connecting climate/ocean changes across the Pacific Ocean. The fact that millennial-scale records from the  Pacific  margins  also  appear  to  correlate  to changes in North Atlantic climate (e.g., Behl and Kennett, 1996; Tada et al., 1999) indicates that the processes linking Atlantic and Pacific climate could play an important role in global climate change.",5,Expedition 323 summary
millennial cycles in climate proxy records,be correlative across,North Pacific,Millennial-scale climate changes,"Changes in the ventilation of subsurface water in the North Pacific may also influence climate downstream and may be tied to North Atlantic climate changes on millennial timescales. Interestingly, millennial cycles in climate proxy records are apparently correlative across the North Pacific, for example in the Bering Sea (Cook et al., 2005), the Sea of Okhotsk (Ono et al., 2005; Sakamoto et al., 2005), the California margin (e.g., Behl and Kennett, 1996), and the Sea of Japan (e.g., Tada et al., 1999). Although the mechanisms for the strong teleconnections between different sides of the North Pacific are not known, it has been proposed that changes in the source(s) of NPIW in the Okhotsk (Ono et al., 2005) or Bering seas could reach the California margin and influence the depth or strength of the OMZ (Cannariato and Kennett, 1999; Zheng et al., 2000), thereby connecting climate/ocean changes across the Pacific Ocean. The fact that millennial-scale records from the  Pacific  margins  also  appear  to  correlate  to changes in North Atlantic climate (e.g., Behl and Kennett, 1996; Tada et al., 1999) indicates that the processes linking Atlantic and Pacific climate could play an important role in global climate change.",5,Expedition 323 summary
